word,StackTrain,MoocReactive
sigal,7.459235893391981e-06,0.0
thoma,1.4409859063605803e-05,0.0
static,0.00013587809869475742,6.9148930488472e-05
there,0.0003306114922642642,0.00047156337849858077
electro,3.8305451042200474e-06,0.0
fold,7.74776840652284e-05,0.00021466745481069451
instfreq,1.1491635312660143e-05,0.0
execpt,3.6580089888286646e-06,3.040574155438304e-05
celebr,3.8305451042200474e-06,0.0
computefrequ,3.8305451042200474e-06,0.0
destroy,3.3672453054755474e-05,0.00010177776124182435
wavalet,3.8305451042200474e-06,0.0
wood,2.76492373902444e-05,0.0
k-space,8.917814491326179e-05,0.0
em-uk,1.1188853840087972e-05,0.0
sub-mm,3.8305451042200474e-06,0.0
bottom,0.00025253498350721025,4.419150282606468e-05
kneighborsclassifi,3.8305451042200474e-06,0.0
seent,3.8305451042200474e-06,0.0
log-averag,7.661090208440095e-06,0.0
minor,6.856262595380893e-05,7.123743720313042e-05
alcohol,1.532218041688019e-05,0.0
chair,1.0974026966485994e-05,0.0
zip,1.7298012628075126e-05,0.0004792761153038466
helicopt,1.915272552110024e-05,0.0
closur,2.605914028094948e-05,0.00013537888488856627
fouier,3.8305451042200474e-06,0.0
guitarpitchshift,3.8305451042200474e-06,0.0
drift,0.00017289980885833945,0.0
overtim,7.459235893391981e-06,0.0
empir,8.6186311470324e-05,0.0
back-up,3.8305451042200474e-06,0.0
scypi,3.8305451042200474e-06,0.0
procedur,0.0003800723174512312,4.2122661778360994e-05
follwo,7.459235893391981e-06,0.0
junction,3.8305451042200474e-06,0.0
exam,0.0001332092222263262,2.460552354538886e-05
reagrd,7.459235893391981e-06,0.0
pertin,7.459235893391981e-06,0.0
wimax,7.459235893391981e-06,0.0
timit,7.459235893391981e-06,0.0
burn,1.7785409156523038e-05,2.956682478931581e-05
precession,7.661090208440095e-06,0.0
frf,3.602464765901451e-05,0.0
warrant,1.4409859063605803e-05,0.0
dual-ton,7.661090208440095e-06,0.0
magenta,3.5570818313046075e-05,0.0
ap,3.8305451042200474e-06,0.0
complex-to-r,7.661090208440095e-06,0.0
magintud,3.8305451042200474e-06,0.0
essiambr,3.8305451042200474e-06,0.0
sub-clock,7.661090208440095e-06,0.0
kenrel,3.8305451042200474e-06,0.0
willski,7.459235893391981e-06,0.0
gqrx,7.661090208440095e-06,0.0
smart,4.301796405939074e-05,5.108138261551976e-05
addr,3.8305451042200474e-06,0.0
stuck,0.0002109730636376496,0.00047671481358898523
chong-yung,3.8305451042200474e-06,0.0
incred,2.4398310114060973e-05,0.0
analog,0.0007277834430041264,2.1225999154398128e-05
overexpos,3.8305451042200474e-06,0.0
filtertyp,3.8305451042200474e-06,0.0
inkl,3.8305451042200474e-06,0.0
rainfal,7.661090208440095e-06,0.0
world-coordin,3.8305451042200474e-06,0.0
calctimingoffset,3.8305451042200474e-06,0.0
potenti,0.00013001155781036617,0.0001907063380140547
timedur,3.8305451042200474e-06,0.0
auto-regress,2.8149688854677863e-05,0.0
deblock,1.532218041688019e-05,0.0
flag,3.1536311067129836e-05,0.00023830274059769946
blanz,3.8305451042200474e-06,0.0
finite-dur,7.661090208440095e-06,0.0
heavsid,3.8305451042200474e-06,0.0
andrew,1.0456418620311846e-05,2.897160387199657e-05
flop,3.8305451042200474e-06,0.0
dend,3.8305451042200474e-06,0.0
misclassif,3.8305451042200474e-06,0.0
diverg,8.79495984482045e-05,0.0
woman,1.8012323829507256e-05,0.0
stitch,5.753727717052482e-05,0.0
usag,8.111924606825906e-05,0.0003064869986241645
disclam,3.8305451042200474e-06,0.0
wiener-khintichin,3.8305451042200474e-06,0.0
image-independ,3.8305451042200474e-06,0.0
left-bottom,3.8305451042200474e-06,0.0
papr,3.5570818313046075e-05,0.0
s-plane,2.1614788595408704e-05,0.0
treshold,2.11122666410084e-05,0.0
helmet,7.459235893391981e-06,0.0
vibranc,1.1188853840087972e-05,0.0
channel,0.002092762403643036,3.931130679723628e-05
prospect,1.0974026966485994e-05,0.0
fracdelay,3.8305451042200474e-06,0.0
down-sampl,5.992202687374819e-05,0.0
multivari,1.7785409156523038e-05,0.0
fuzzi,4.087445192003553e-05,0.0
unabl,0.00018881137693047088,0.0002802534475432443
applyingwindow,3.8305451042200474e-06,0.0
re-output,3.8305451042200474e-06,0.0
butterworth-filt,3.8305451042200474e-06,0.0
tldr,1.3719714602040272e-05,2.8509914660099723e-05
dxatla,3.8305451042200474e-06,0.0
bibliographi,3.8305451042200474e-06,0.0
harm,1.3538182863652899e-05,5.626537421385869e-05
cheekbon,3.8305451042200474e-06,0.0
shynk,7.661090208440095e-06,0.0
tdm,2.5606062921800652e-05,0.0
midpoint,2.1614788595408704e-05,0.0
kw,3.8305451042200474e-06,0.0
kept,4.9011035779546185e-05,9.585522306076933e-05
straight-forward,1.6922728579566122e-05,2.8132687106929345e-05
marj,3.8305451042200474e-06,0.0
sonnet,3.8305451042200474e-06,0.0
undecim,2.1614788595408704e-05,0.0
fcn,3.8305451042200474e-06,0.0
datafil,3.8305451042200474e-06,0.0
data-r,3.8305451042200474e-06,0.0
completi,3.8305451042200474e-06,0.0
cook,3.8305451042200474e-06,0.0
ex,6.38038632690036e-05,9.642621450149368e-05
chroma,3.8705822175182065e-05,0.0
kalmangain,3.8305451042200474e-06,0.0
spline,0.000150028023670564,0.0
doppler,0.00017930350548272237,0.0
cleanli,3.429928650510068e-06,0.00011403965864039889
osciallita,3.8305451042200474e-06,0.0
bgr,1.8012323829507256e-05,0.0
tenth,1.8012323829507256e-05,0.0
claim,0.00012258213815805554,2.4259884748130122e-05
myriad,1.0974026966485994e-05,0.0
diego,3.6580089888286646e-06,3.040574155438304e-05
maxmsp,3.8305451042200474e-06,0.0
elev,1.4632035955314658e-05,0.0
sergv,3.8305451042200474e-06,0.0
seper,6.867336646753167e-05,0.0
acycl,3.8305451042200474e-06,0.0
tho,7.459235893391981e-06,0.0
iim,4.683204195671887e-05,0.0
wobbl,3.5570818313046075e-05,0.0
london,7.459235893391981e-06,0.0
among,0.00013984197569031403,6.706042377381354e-05
hankel,1.1188853840087972e-05,0.0
comer,3.8305451042200474e-06,0.0
over-sampl,1.8012323829507256e-05,0.0
plagu,3.8305451042200474e-06,0.0
kappa,7.459235893391981e-06,0.0
grey-scal,2.1342490987827645e-05,0.0
point-spread-funct,3.8305451042200474e-06,0.0
direct-sequ,3.8305451042200474e-06,0.0
sfn,7.661090208440095e-06,0.0
overdetermin,1.0974026966485994e-05,0.0
emerg,3.446015159129606e-05,5.2079322455550645e-05
lorentzian,1.0974026966485994e-05,0.0
outward,7.114163662609215e-06,2.956682478931581e-05
mma,1.532218041688019e-05,0.0
chip,0.00022138472037185752,0.0
redish,3.8305451042200474e-06,0.0
amr-nb,3.8305451042200474e-06,0.0
ssbmod,7.661090208440095e-06,0.0
count,0.0003121650505358534,0.0007336872372913049
constrast,3.8305451042200474e-06,0.0
tweak,5.300698812873438e-05,0.0
denois,0.0002830824096082613,0.0
demo,2.5696076804174734e-05,0.00010679419769817152
rework,3.8305451042200474e-06,0.0
lee,2.0618909764133594e-05,0.0002203540306068941
hessian,0.00016233390114424906,0.0
pitch,0.0006806227816406809,0.0
promin,5.0246410282472255e-05,2.6103328507223645e-05
wavelet-bas,7.661090208440095e-06,0.0
aggress,1.0974026966485994e-05,0.0
wavenumb,3.136925586093554e-05,0.0
two-fold,1.0974026966485994e-05,0.0
hardstyl,3.8305451042200474e-06,0.0
bread,3.8305451042200474e-06,0.0
teacher,3.709390142985532e-05,5.1388044861033166e-05
global,0.0001052651262146157,0.00041760141846574754
curious,7.114163662609215e-06,2.956682478931581e-05
mosaic,4.683204195671887e-05,0.0
libor,3.8305451042200474e-06,0.0
larynx,3.8305451042200474e-06,0.0
scfdma,7.661090208440095e-06,0.0
primari,5.852621711480732e-05,0.0020581670572302267
covolut,3.8305451042200474e-06,0.0
fibrou,1.1188853840087972e-05,0.0
wide,0.00023016086105438497,2.304964349615733e-05
evinc,3.8305451042200474e-06,0.0
hairstyl,3.8305451042200474e-06,0.0
voxel,6.769091431826449e-05,0.0
conson,4.493001075914716e-05,0.0
bag-of-featur,7.459235893391981e-06,0.0
luckili,1.0974026966485994e-05,0.0
continuous-sign,1.7785409156523038e-05,0.0
re-align,3.8305451042200474e-06,0.0
centrifug,3.8305451042200474e-06,0.0
z-gener,3.8305451042200474e-06,0.0
siegwart,3.8305451042200474e-06,0.0
thefouriertransform,3.8305451042200474e-06,0.0
noise-cancel,3.8305451042200474e-06,0.0
time-divis,3.8305451042200474e-06,0.0
pseudo-random,2.463097774784313e-05,0.0
b-coeffici,7.459235893391981e-06,0.0
deseri,3.8305451042200474e-06,0.0
px,1.4409859063605803e-05,0.0
rickard,3.8305451042200474e-06,0.0
due,0.0005564136097519927,0.00043265814073483144
instf,7.661090208440095e-06,0.0
boca,3.8305451042200474e-06,0.0
protrud,3.8305451042200474e-06,0.0
x-type,3.8305451042200474e-06,0.0
filepath,3.8305451042200474e-06,0.0
neumann,1.1188853840087972e-05,0.0
shouldnt,1.0456418620311846e-05,2.897160387199657e-05
mexican,3.8305451042200474e-06,0.0
matalb,7.459235893391981e-06,0.0
scikit-imag,7.459235893391981e-06,0.0
fom,7.459235893391981e-06,0.0
carolina,3.8305451042200474e-06,0.0
rpmfreqmap,3.8305451042200474e-06,0.0
nxn,3.485472873437282e-05,0.0
bjorn,7.661090208440095e-06,0.0
takuya,3.8305451042200474e-06,0.0
fresh,3.4854728734372817e-06,8.691481161598971e-05
capit,2.1614788595408704e-05,0.0
held-out,3.8305451042200474e-06,0.0
sim,1.1188853840087972e-05,0.0
day,0.00017937581656347478,0.00040496023928681524
ventur,3.8305451042200474e-06,0.0
pnew,7.661090208440095e-06,0.0
whitepap,7.459235893391981e-06,0.0
snake,2.1948053932971987e-05,0.0
hdl,1.1188853840087972e-05,0.0
forth,3.28232218842357e-05,9.921089012103826e-05
squeal,3.8305451042200474e-06,0.0
reiter,7.459235893391981e-06,0.0
farthest,1.0974026966485994e-05,0.0
cri,3.16683999615126e-05,0.0
datum,3.8305451042200474e-06,0.0
kx,3.8305451042200474e-06,0.0
label,0.0003521881684004261,0.0
begun,2.11122666410084e-05,0.0
rewrit,4.324503157018781e-05,0.00014378283459115399
alogirthm,3.8305451042200474e-06,0.0
barcode-rel,3.8305451042200474e-06,0.0
leibler,3.8305451042200474e-06,0.0
curios,1.9041833256311805e-05,7.913882421848132e-05
epsilon,1.6922728579566122e-05,0.00014066343553464672
noisefre,3.8305451042200474e-06,0.0
long-enough,3.8305451042200474e-06,0.0
gentl,3.6580089888286646e-06,3.040574155438304e-05
predict,0.0004889934334616812,4.442145346218019e-05
nv,1.1491635312660143e-05,0.0
imp,1.1491635312660143e-05,0.0
alogrithm,3.8305451042200474e-06,0.0
queue-imag,3.8305451042200474e-06,0.0
citi,1.4632035955314658e-05,0.0
alogorithm,3.8305451042200474e-06,0.0
sub-speak,7.661090208440095e-06,0.0
bi-quad,7.459235893391981e-06,0.0
singapor,3.8305451042200474e-06,0.0
offici,6.912309347561101e-06,8.618372407274574e-05
straight,0.0002047744953304247,4.479227275476697e-05
mog,3.8305451042200474e-06,0.0
facilit,3.8305451042200474e-06,0.0
echoic,3.8305451042200474e-06,0.0
back-project,2.1948053932971987e-05,0.0
hamiltonian,3.8305451042200474e-06,0.0
trail,1.7785409156523038e-05,0.0
akcceler,3.8305451042200474e-06,0.0
spm,3.8305451042200474e-06,0.0
waw,3.8305451042200474e-06,0.0
linearis,3.8305451042200474e-06,0.0
jacqu,3.8305451042200474e-06,0.0
isocent,7.459235893391981e-06,0.0
web,0.00011507100412121515,0.0004399816518502739
cct,3.8305451042200474e-06,0.0
neither,9.243290108525873e-05,0.00013171056761533212
exterior,1.4409859063605803e-05,0.0
z-score,1.1188853840087972e-05,0.0
swedish,3.8305451042200474e-06,0.0
reversibil,3.8305451042200474e-06,0.0
ultra,3.8305451042200474e-06,0.0
zero-lag,7.661090208440095e-06,0.0
sd,1.7785409156523038e-05,0.0
shade,4.7383640022785147e-05,0.0
undesturb,3.8305451042200474e-06,0.0
copy-past,3.8305451042200474e-06,0.0
honk,1.1491635312660143e-05,0.0
pre-trigg,3.8305451042200474e-06,0.0
avanc,3.8305451042200474e-06,0.0
compair,3.8305451042200474e-06,0.0
fourier-transform-bas,3.8305451042200474e-06,0.0
time-frequency-domain,7.760803707067786e-05,0.0
endeavor,3.8305451042200474e-06,0.0
pun,7.114163662609215e-06,2.956682478931581e-05
post-analysi,3.8305451042200474e-06,0.0
defect,0.00010577680306192467,2.585963265947565e-05
column-wis,1.8290044944143326e-05,0.0
curli,1.8290044944143326e-05,3.040574155438304e-05
clearli,0.0003369296547718064,0.00021136554320732816
rpm,2.1948053932971987e-05,0.0
amazon,6.912309347561101e-06,8.618372407274574e-05
sample-wis,7.661090208440095e-06,0.0
resynthesi,3.8305451042200474e-06,0.0
superheterodyn,3.8305451042200474e-06,0.0
prolli,3.8305451042200474e-06,0.0
mo,7.661090208440095e-06,0.0
program,0.0005983125813310055,0.001473551061144971
centr,0.00017583681592445624,0.0
reject,7.930174971133286e-05,2.5352468576978316e-05
smudg,7.459235893391981e-06,0.0
imreconstruct,7.661090208440095e-06,0.0
aso,3.8305451042200474e-06,0.0
specualr,3.8305451042200474e-06,0.0
lengthen,1.4632035955314658e-05,0.0
black-and-whit,1.4409859063605803e-05,0.0
ocr,0.00014875049035314688,0.0
hope,0.0004492117544997548,0.00047793838634201135
devid,1.0974026966485994e-05,0.0
extrac,3.8305451042200474e-06,0.0
lm,0.0001440831740486162,0.0
plateau,1.0974026966485994e-05,0.0
cox,1.0974026966485994e-05,0.0
inflat,7.459235893391981e-06,0.0
beampattern,3.356656152026392e-05,0.0
destruct,1.8012323829507256e-05,0.0
blackmanharriswindow,7.661090208440095e-06,0.0
share,0.00011365237165208244,0.0007409333607433703
variat,0.00028064345007763333,2.2647930174108164e-05
misjudg,3.8305451042200474e-06,0.0
ul,3.8305451042200474e-06,0.0
mfsk,7.661090208440095e-06,0.0
utmost,3.8305451042200474e-06,0.0
inkscap,3.8305451042200474e-06,0.0
coupon,1.1491635312660143e-05,0.0
resourc,0.0003088593235550611,0.0001532698512673349
pane,3.6580089888286646e-06,3.040574155438304e-05
nudg,3.6580089888286646e-06,3.040574155438304e-05
nonequispac,3.8305451042200474e-06,0.0
mohammad,3.8305451042200474e-06,0.0
unit,0.0005522597201303714,0.001363630343573908
sidestick,3.8305451042200474e-06,0.0
short-wav,3.8305451042200474e-06,0.0
akaik,3.8305451042200474e-06,0.0
momentum,2.2377707680175944e-05,0.0
zone,3.0460911443219024e-05,2.8132687106929345e-05
betwwen,3.8305451042200474e-06,0.0
skill,5.046932588105074e-05,0.0
enl,7.661090208440095e-06,0.0
entropi,0.00044908246712058923,0.0
human-aud,3.8305451042200474e-06,0.0
rewritten,2.6268948467113337e-05,2.7293770341862112e-05
amaz,2.1982804498581614e-05,7.830998552167093e-05
atenu,3.8305451042200474e-06,0.0
dialect,3.8305451042200474e-06,0.0
transport-awar,3.8305451042200474e-06,0.0
interpol,0.0010652364920400068,0.0
adm,3.8305451042200474e-06,0.0
dxx,1.1491635312660143e-05,0.0
inhomogen,4.22245332820168e-05,0.0
wavfil,1.4632035955314658e-05,0.0
learnt,4.350027488876355e-05,0.0
thesi,9.964513332248036e-05,5.0197603026394695e-05
auto-spectra,3.8305451042200474e-06,0.0
midabl,3.8305451042200474e-06,0.0
perimet,3.8705822175182065e-05,0.0
non-repetit,3.8305451042200474e-06,0.0
min-max,3.8305451042200474e-06,0.0
though,0.00038303549472924135,0.0007573868397303559
backscatt,3.8305451042200474e-06,0.0
contact,2.5497465818114384e-05,0.00025903474757790046
seismolog,3.8305451042200474e-06,0.0
len,9.054270991579084e-05,0.0
al-rawi,3.8305451042200474e-06,0.0
pixel-s,3.8305451042200474e-06,0.0
slaney,7.459235893391981e-06,0.0
sciencedaili,3.8305451042200474e-06,0.0
believ,0.0003363065751189246,0.00036175950363315316
opera,3.8305451042200474e-06,0.0
into,7.459235893391981e-06,0.0
amplitud,0.0026743771600190322,0.0
afaik,3.4062043266696277e-05,0.0
cipher,3.8305451042200474e-06,0.0
ifl,3.8305451042200474e-06,0.0
trooper,3.8305451042200474e-06,0.0
spectroscop,1.8290044944143326e-05,0.0
api,7.045754845762119e-05,0.00039043352371929545
dectector,3.8305451042200474e-06,0.0
easli,3.8305451042200474e-06,0.0
declar,2.0618909764133594e-05,0.00026932159296398173
ferquenc,3.8305451042200474e-06,0.0
lag,0.00038089821669626554,0.0
electromyogram,3.8305451042200474e-06,0.0
channl,3.8305451042200474e-06,0.0
tomorrow,1.0974026966485994e-05,0.0
sustain,2.7883782987498254e-05,0.0
wavelab,7.459235893391981e-06,0.0
pre-amplifi,7.459235893391981e-06,0.0
behavi,3.8305451042200474e-06,0.0
design,0.0009186015619225536,0.0006509848077943332
aubiopitch,1.1491635312660143e-05,0.0
ma,4.06145485909587e-05,0.0
algorithim,7.459235893391981e-06,0.0
short-term,2.7883782987498254e-05,0.0
font,3.83402016078101e-05,0.0
frequency-modul,7.459235893391981e-06,0.0
non-threshold,3.8305451042200474e-06,0.0
undiscov,3.8305451042200474e-06,0.0
equi-rippl,3.8305451042200474e-06,0.0
better,0.001033673857765256,0.0006674577744732828
pictur,0.0008773414355529773,5.6677857162137696e-05
reson,0.00019515032413293786,0.0
write,0.0004882485948964878,0.001466576731783794
pseudo-grayscal,3.8305451042200474e-06,0.0
brick-wal,7.459235893391981e-06,0.0
truth,7.155489618894905e-05,5.17192653189513e-05
crosscorel,3.8305451042200474e-06,0.0
motor,9.321204180360829e-05,0.0
dropoff,3.8305451042200474e-06,0.0
pb,3.8305451042200474e-06,0.0
neuroimag,7.661090208440095e-06,0.0
unrealiz,7.661090208440095e-06,0.0
multiscal,3.8305451042200474e-06,0.0
procces,3.8305451042200474e-06,0.0
tau,2.1342490987827645e-05,0.0
koopman,3.8305451042200474e-06,0.0
mantissa,7.661090208440095e-06,0.0
word-sequ,7.661090208440095e-06,0.0
cmp,1.1188853840087972e-05,0.0
camara,3.8305451042200474e-06,0.0
vis-vi,3.8305451042200474e-06,0.0
viewer,3.16683999615126e-05,0.0
op,6.567237116778335e-06,0.0001910563923930348
equal,0.0010250683084888465,0.0006785061689752937
symmetri,0.00017966220317000627,0.0
fast-fourier-transform,7.459235893391981e-06,0.0
difficult,0.0002485676744307882,0.00010029707325240733
copyright,1.0456418620311846e-05,2.897160387199657e-05
unheard,7.661090208440095e-06,0.0
fht,1.4918471786783962e-05,0.0
placehold,3.429928650510068e-06,0.00011403965864039889
merl,7.661090208440095e-06,0.0
correpsond,3.8305451042200474e-06,0.0
parametr,0.00010139948671142104,2.554069130775988e-05
amplitd,3.8305451042200474e-06,0.0
occil,3.8305451042200474e-06,0.0
lpc,0.00019211089873148827,0.0
toward,0.0001996086823942287,0.00012140250759944514
discourag,1.4409859063605803e-05,0.0
reconsid,3.8305451042200474e-06,0.0
pll-becaus,3.8305451042200474e-06,0.0
whi,3.429928650510068e-06,0.00014254957330049858
convinc,4.525706632430722e-05,0.00014106799624832508
specifi,0.00023940596789466602,0.0004803367837370007
convex-hul,3.8305451042200474e-06,0.0
imaginari,0.0005148661347909758,0.0
cover,0.00017794300612679738,0.00027246216168968953
nabbl,7.459235893391981e-06,0.0
auto-pow,3.8305451042200474e-06,0.0
piggyback,3.8305451042200474e-06,0.0
higgin,3.8305451042200474e-06,0.0
pag,3.8305451042200474e-06,0.0
lvert,1.1188853840087972e-05,0.0
summat,0.00028937185478248526,0.0
delv,1.4409859063605803e-05,0.0
bitrat,5.753727717052482e-05,0.0
mtaudioprocessingtap,3.8305451042200474e-06,0.0
pseudo-wrap,3.8305451042200474e-06,0.0
muller,7.459235893391981e-06,0.0
minimum-phas,3.8017701411586045e-05,0.0
explor,7.191626551759049e-05,0.0001149567864735136
wscalogram,3.8305451042200474e-06,0.0
uniform,0.0002615170413683391,0.0
pseudorandom,1.4632035955314658e-05,0.0
gradient,0.0007101098708462936,0.0
understaand,3.8305451042200474e-06,0.0
tunabl,2.1342490987827645e-05,0.0
unsharp,5.184232010670825e-05,0.0
renorm,3.8305451042200474e-06,0.0
super-resolv,3.8305451042200474e-06,0.0
sweep,0.00018910417238856295,0.0
stackoverflow,6.747343552348469e-05,9.347433939149239e-05
time-valu,3.8305451042200474e-06,0.0
plumb-lin,3.8305451042200474e-06,0.0
unnecessarili,3.8305451042200474e-06,0.0
aerial,3.201373648174147e-05,0.0
expedi,3.8305451042200474e-06,0.0
geometr,0.00013852535106656213,0.0
non-invert,7.459235893391981e-06,0.0
astrophys,3.8305451042200474e-06,0.0
saddl,2.11122666410084e-05,0.0
town,2.9264071910629317e-05,0.0
dsp-relat,7.459235893391981e-06,0.0
kolmogorov-smirnov,3.8305451042200474e-06,0.0
printout,3.8305451042200474e-06,0.0
bellang,3.8305451042200474e-06,0.0
institut,1.0974026966485994e-05,0.0
mf,3.8305451042200474e-06,0.0
predic,3.8305451042200474e-06,0.0
cristo,3.8305451042200474e-06,0.0
debri,1.0974026966485994e-05,0.0
gz,3.8305451042200474e-06,0.0
glissando,3.8305451042200474e-06,0.0
computer,3.8305451042200474e-06,0.0
adult,1.0974026966485994e-05,0.0
goniomet,3.8305451042200474e-06,0.0
fdn,3.8305451042200474e-06,0.0
franco,3.8305451042200474e-06,0.0
kannada,3.8305451042200474e-06,0.0
lmn,7.661090208440095e-06,0.0
source-cod,7.459235893391981e-06,0.0
game,0.00010401245963513486,4.940354908538531e-05
uq,3.8305451042200474e-06,0.0
soft-clip,3.8305451042200474e-06,0.0
honest,2.6268948467113337e-05,2.7293770341862112e-05
millimet,1.4409859063605803e-05,0.0
wiggl,3.8305451042200474e-06,0.0
postprocess,7.459235893391981e-06,0.0
grabber,3.8305451042200474e-06,0.0
commun,0.00039254980448309447,0.00035320200608726296
aesthet,3.8305451042200474e-06,0.0
multipli,0.0012137933356155303,0.0
widespread,7.459235893391981e-06,0.0
bonu,4.710600963981774e-05,2.6103328507223645e-05
shaum,3.8305451042200474e-06,0.0
dropbox,8.143481337796713e-05,0.0
biorthogon,7.661090208440095e-06,0.0
furthermor,0.00012982309130110756,0.00011011252000154266
exemplifi,3.6580089888286646e-06,3.040574155438304e-05
flea,3.8305451042200474e-06,0.0
subharmon,7.661090208440095e-06,0.0
farth,3.8305451042200474e-06,0.0
vice,8.102977453783578e-05,2.4945470390440645e-05
fuction,3.6580089888286646e-06,3.040574155438304e-05
thu,0.0005103256486092034,0.00015907044475121346
eeg-fmri,3.8305451042200474e-06,0.0
straighter,7.459235893391981e-06,0.0
pre-record,2.11122666410084e-05,0.0
except,0.00019847802428876241,0.0025585407712592338
extent,6.514785070237372e-05,0.0
wm,3.8305451042200474e-06,0.0
appliy,3.8305451042200474e-06,0.0
eigenvector,0.0001568905672973821,0.0
make,0.0013645869429747836,0.0012264746390988777
programma,3.8305451042200474e-06,0.0
integrat,3.8305451042200474e-06,0.0
rolloff,1.7785409156523038e-05,0.0
absolutli,3.8305451042200474e-06,0.0
increas,0.000829051009732197,0.0002291595832740601
siglib,1.8290044944143326e-05,0.0
discrimin,0.00012592055668886933,9.736413327345085e-05
bill,1.1188853840087972e-05,0.0
season,2.4398310114060973e-05,0.0
slider,2.5217253361310155e-05,0.0
wisdom,7.459235893391981e-06,0.0
hal,3.8305451042200474e-06,0.0
ka,7.661090208440095e-06,0.0
twelth-root,3.8305451042200474e-06,0.0
sammpl,3.8305451042200474e-06,0.0
cmi,3.8305451042200474e-06,0.0
gloh,7.459235893391981e-06,0.0
fa,7.661090208440095e-06,0.0
adhoc,7.459235893391981e-06,0.0
guidelin,2.1982804498581614e-05,7.830998552167093e-05
button,3.121381087090578e-05,0.0007311839245726805
projekt,3.8305451042200474e-06,0.0
ben,1.0974026966485994e-05,0.0
infinite-impulse-respons,3.136925586093554e-05,0.0
pe,1.4632035955314658e-05,0.0
diamond,3.8305451042200474e-06,0.0
iq-data,7.459235893391981e-06,0.0
post-hoc,3.8305451042200474e-06,0.0
synch,1.1188853840087972e-05,0.0
abcddcba,3.8305451042200474e-06,0.0
calcopticalflowpyrlk,3.8305451042200474e-06,0.0
will,3.6234593935447406e-05,7.529640453959204e-05
sunlight,3.8305451042200474e-06,0.0
rect,6.357732483742366e-05,0.0
qtobject,3.8305451042200474e-06,0.0
two-level,1.1188853840087972e-05,0.0
least-squar,0.0002024124021314971,0.0
brainfart,3.8305451042200474e-06,0.0
intererst,3.8305451042200474e-06,0.0
jack,3.086935785459061e-05,0.0
aea,7.661090208440095e-06,0.0
instantli,1.8290044944143326e-05,0.0
ghz,7.323803284569224e-05,0.0
deactiv,3.8305451042200474e-06,0.0
am-dsb-c,3.8305451042200474e-06,0.0
trigonometr,4.115914380612082e-05,0.0
technic,0.00017157885127200244,0.0
rotari,1.1188853840087972e-05,0.0
german-jewish,3.8305451042200474e-06,0.0
conjugt,3.8305451042200474e-06,0.0
bitmask,3.8305451042200474e-06,0.0
develop,0.0003782422248413961,0.0002763945246658633
trebl,3.8305451042200474e-06,0.0
bilater,8.70005497775271e-05,0.0
babi,2.8819718127211606e-05,0.0
pete,3.8305451042200474e-06,0.0
similarli,0.00012691668397616203,8.791202864052609e-05
opsk,3.8305451042200474e-06,0.0
usc,3.8305451042200474e-06,0.0
on-top,3.8305451042200474e-06,0.0
statement,0.00018309707898152852,0.0004710709350255394
blink,1.8290044944143326e-05,0.0
conn,1.0153637147739675e-05,8.439806132078802e-05
karma,3.8305451042200474e-06,0.0
