word,StackTrain,StackTest
convolutional-cod,4.648929228351263e-06,0.0
accross,9.060999447250266e-06,0.0
fli,8.109796172494356e-05,2.9806228671290073e-05
buck-boost,9.297858456702526e-06,0.0
ballast,4.648929228351263e-06,0.0
recurs,0.0002132841834681003,0.0002275461701782537
horizon,1.6976064308937215e-05,1.7158005218785504e-05
spectrogarm,4.648929228351263e-06,0.0
recontruct,9.297858456702526e-06,0.0
sistem,4.648929228351263e-06,0.0
behavior,0.00016456185962468515,0.0002408852804393783
adaptive-algorithm,1.2984129444199962e-05,1.7497715741465772e-05
nsynthesizedslic,9.297858456702526e-06,0.0
pope,4.648929228351263e-06,0.0
conn,1.2984129444199962e-05,1.7497715741465772e-05
descent,6.137802661239541e-05,7.298334752695496e-05
stump,4.707755996339634e-05,1.5860704515875137e-05
soundcloud-emb,1.3591499170875403e-05,0.0
beneath,9.060999447250266e-06,0.0
dtmf,3.300469258006539e-05,0.00010007526077202273
trumpet,4.648929228351263e-06,0.0
prioriti,2.1906480965629116e-05,0.0
imposs,0.00015437181192850925,0.00021959255810179759
silenc,0.00017763764796282824,0.00013299368802480624
regist,0.0001093501668082595,0.00013002603157472598
domian,4.446472652792783e-06,1.797651083158082e-05
imprint,4.648929228351263e-06,0.0
timespan,4.648929228351263e-06,0.0
macro,4.328043148066653e-06,3.4995431482931544e-05
massag,1.3339417958378352e-05,0.0
f-f,4.648929228351263e-06,0.0
hurst,8.892945305585566e-06,1.797651083158082e-05
multi-bucket,4.648929228351263e-06,0.0
fmcw,6.221964100889461e-05,6.288647979376141e-05
airlin,4.648929228351263e-06,0.0
half-a-parabola,4.648929228351263e-06,0.0
passiv,5.3632625442606266e-05,6.671684051468182e-05
choic,0.0002572456121226742,0.0002787657182614191
specan,9.060999447250266e-06,0.0
equi-rippl,4.648929228351263e-06,0.0
besid,0.00015085880034923786,7.785989566686259e-05
adc,0.0003694645922278659,0.0007468486554053413
covarinac,4.648929228351263e-06,0.0
insofar,4.648929228351263e-06,0.0
sub,0.00013861885320703608,7.005225014069494e-05
dozen,2.4483370586725433e-05,1.649718068356343e-05
dima,9.060999447250266e-06,0.0
sfbc,1.3946787685053791e-05,0.0
interp,8.656086296133306e-06,1.7497715741465772e-05
hamann,4.648929228351263e-06,0.0
ppd,1.3946787685053791e-05,0.0
gsl,4.648929228351263e-06,0.0
librosa,1.2732048231702914e-05,1.7158005218785504e-05
anti-caus,1.6838454573362093e-05,3.4037841302701434e-05
regularly-spac,4.648929228351263e-06,0.0
jacobsen,9.297858456702526e-06,0.0
m-point,1.7785890611171132e-05,0.0
sfn,9.297858456702526e-06,0.0
orthorgon,4.648929228351263e-06,0.0
nontranspos,4.648929228351263e-06,0.0
palindrom,9.297858456702526e-06,0.0
curvlinear,4.648929228351263e-06,0.0
revers,0.0003707573269716677,0.00022077170323115582
look,0.0018453545241242236,0.0017237161183293395
unitari,7.228930935224773e-05,3.076381885152017e-05
samples-limit,4.648929228351263e-06,0.0
exactli,0.0006531977497712222,0.0007331381603196619
fugur,4.648929228351263e-06,0.0
subregion,4.648929228351263e-06,0.0
down-convers,4.648929228351263e-06,0.0
acomplish,4.648929228351263e-06,0.0
matchtempl,4.648929228351263e-06,0.0
digital-analog,4.648929228351263e-06,0.0
brain-comput,4.648929228351263e-06,0.0
redft,4.648929228351263e-06,0.0
swpt,4.648929228351263e-06,0.0
σi,4.648929228351263e-06,0.0
contrain,4.648929228351263e-06,0.0
waveform,0.0006375910919205805,0.0006537639573225356
thesi,9.881366341171807e-05,0.00010653087840392556
respons,0.0014260909701085112,0.0011294770271400663
peak,0.0016331780161453725,0.0013988212864691906
especi,0.00026148229268929414,0.00023257056085693702
aquila,1.3591499170875403e-05,0.0
popularli,9.060999447250266e-06,0.0
session,1.624164045136485e-05,3.2831420352177285e-05
aforement,1.9289767686413667e-05,6.238881825317331e-05
mayb,0.0006211817909039105,0.0006675759694215316
fine-tun,9.060999447250266e-06,0.0
inhibit,4.648929228351263e-06,0.0
subsampl,9.818945146508934e-05,7.351244190199778e-05
explor,8.47355469562287e-05,5.709579992288319e-05
chirp,0.0002450957677169097,0.00046486212683962606
there,0.00040860355069461974,0.00039874197306747293
opensourc,1.671535847026937e-05,1.6894505266203695e-05
abil,8.839447086877173e-05,6.872449100084728e-05
code-bas,4.648929228351263e-06,0.0
aloha,9.060999447250266e-06,0.0
qtrap,4.648929228351263e-06,0.0
ephraim-malah,4.648929228351263e-06,0.0
toolkit,2.0894198087836715e-05,1.6894505266203695e-05
absolut,0.0003751477657267331,0.000346086602957946
alter,0.0001333593520446433,0.00011284629524680775
linear-minimum-mean-square-error,4.648929228351263e-06,0.0
lengthen,8.656086296133306e-06,3.4995431482931544e-05
tridimension,4.648929228351263e-06,0.0
isi,0.00015000173541745998,7.219494213908874e-05
pronunci,3.138503997559755e-05,6.344281806350055e-05
thoma,1.2732048231702914e-05,1.7158005218785504e-05
frequenc,0.004177917071174977,0.0044010731009962835
sohn,9.297858456702526e-06,0.0
auto-adjust,4.648929228351263e-06,0.0
open-sourc,2.7461909978647864e-05,3.172140903175027e-05
mirror-reflect,4.648929228351263e-06,0.0
disson,2.1906480965629116e-05,0.0
antialisa,4.648929228351263e-06,0.0
transmiss,0.00023013802445932474,0.00047602787111550174
symposium,4.648929228351263e-06,0.0
bangalor,4.648929228351263e-06,0.0
channel,0.0016222871232432715,0.0013590090643485402
pedestrian,6.27700799511951e-05,3.172140903175027e-05
hotpaw,4.648929228351263e-06,0.0
applio,4.648929228351263e-06,0.0
sumr,4.648929228351263e-06,0.0
webpag,4.178839617567343e-05,0.0
transmission-pause-sign,4.648929228351263e-06,0.0
presuppos,4.648929228351263e-06,0.0
special,0.0002461132698112291,0.0001676972952266426
infnit,4.648929228351263e-06,0.0
contain,0.000900400023759454,0.0007632677904669763
polarimetr,1.3946787685053791e-05,0.0
power-spectrum,4.648929228351263e-06,0.0
asid,4.8342565406320835e-05,9.772135336391888e-05
disclaim,2.970811254064013e-05,0.0
fun,4.213126549210808e-05,3.096931431464975e-05
doubl,0.0003259610526206282,0.00035004544775323586
coursera,1.9615649984748473e-05,4.758211354762542e-05
sample-by-sampl,8.656086296133306e-06,1.7497715741465772e-05
zeros-pol,4.648929228351263e-06,0.0
sincer,8.656086296133306e-06,1.7497715741465772e-05
msb,8.656086296133306e-06,1.7497715741465772e-05
low-effici,4.648929228351263e-06,0.0
pigment,4.648929228351263e-06,0.0
speech-recognit,0.0002124112383591115,0.00030172333144017977
pedal,1.2376759717524523e-05,0.0001167544709006932
interference-imag,4.648929228351263e-06,0.0
determin,0.0010852314043472268,0.0011717619228551028
christma,4.648929228351263e-06,0.0
garner,4.648929228351263e-06,0.0
communc,4.648929228351263e-06,0.0
supos,4.648929228351263e-06,0.0
wolfson,4.648929228351263e-06,0.0
indefinit,9.060999447250266e-06,0.0
metro,4.648929228351263e-06,0.0
sample-valu,4.648929228351263e-06,0.0
pain,1.624164045136485e-05,3.2831420352177285e-05
corless,4.648929228351263e-06,0.0
prf,1.3591499170875403e-05,0.0
symetri,9.297858456702526e-06,0.0
textview,4.648929228351263e-06,0.0
gelb,9.060999447250266e-06,0.0
x-coordin,4.648929228351263e-06,0.0
aberr,3.066907335188076e-05,0.0
yt,4.648929228351263e-06,0.0
zt,9.297858456702526e-06,0.0
overfit,2.1640215740333272e-05,1.7497715741465772e-05
gap,0.00013227089555576033,0.00010695080673295351
pcm,0.00023831812588296345,0.000246747233699165
lua,4.648929228351263e-06,0.0
pzp,4.648929228351263e-06,0.0
supremaci,4.648929228351263e-06,0.0
background-foreground,4.648929228351263e-06,0.0
robert,5.14590805867219e-05,8.91610167478368e-05
fast-mov,4.648929228351263e-06,0.0
genuin,2.003578533891022e-05,3.24008300771108e-05
combat,3.6725055880088146e-05,1.649718068356343e-05
dilat,0.00014299742295034753,0.00020555377398131041
necessay,4.648929228351263e-06,0.0
convlv,4.648929228351263e-06,0.0
jone,2.507303770540406e-05,3.378901053240739e-05
parametr,0.00010451443235816863,0.00012676147850564751
ino,9.060999447250266e-06,0.0
resistor,1.6976064308937215e-05,1.7158005218785504e-05
double-precis,9.060999447250266e-06,0.0
hand-mad,1.3591499170875403e-05,0.0
ne,9.297858456702526e-06,0.0
gray,0.00020909896673272527,0.000134767526142014
ride,8.656086296133306e-06,1.7497715741465772e-05
scicomp,4.648929228351263e-06,0.0
wave-lik,4.648929228351263e-06,0.0
rusti,1.3339417958378352e-05,0.0
nrzi,9.060999447250266e-06,0.0
disagr,1.3339417958378352e-05,0.0
trap,4.648929228351263e-06,0.0
con,5.3854807530859404e-05,5.806079599166481e-05
mzti,4.648929228351263e-06,0.0
gridlin,1.3591499170875403e-05,0.0
em-typ,4.648929228351263e-06,0.0
februari,4.446472652792783e-06,1.797651083158082e-05
so-so,9.060999447250266e-06,0.0
text-to-speech,2.0894198087836715e-05,1.6894505266203695e-05
variou,0.0004193273373181567,0.0004032031344847134
marvel,4.648929228351263e-06,0.0
direct-detect,4.648929228351263e-06,0.0
acoordig,4.648929228351263e-06,0.0
lastli,7.924264519456218e-05,0.0
sobel-imag,4.648929228351263e-06,0.0
geometrically-spac,4.648929228351263e-06,0.0
nyquist,0.0006406845202167061,0.0005031331932853785
scenario,0.00023419626283188047,0.00022019187019493595
least,0.000503687509032825,0.00047862765466997304
nodul,1.8595716913405052e-05,0.0
four-tim,4.648929228351263e-06,0.0
goldwav,4.648929228351263e-06,0.0
ucf,4.648929228351263e-06,0.0
monolater,4.648929228351263e-06,0.0
old,0.00015950453259605172,0.0001433013527699543
magic,7.682493827677214e-05,5.6471497661103755e-05
super-nyquist,4.648929228351263e-06,0.0
fov,2.5464096463405828e-05,1.7158005218785504e-05
gone,0.00011671138085038754,6.740699123793825e-05
tldr,1.2376759717524523e-05,3.335842025734091e-05
hardest,1.752518477250329e-05,0.0
strain,5.943198389592163e-05,8.009192796724192e-05
graph,0.0006860558997819607,0.0008607832156403148
bu,3.26444941156339e-05,1.649718068356343e-05
correlationfunct,4.648929228351263e-06,0.0
essenc,6.153311175771468e-05,0.0
bootstrap,9.060999447250266e-06,0.0
fsampl,4.648929228351263e-06,0.0
case,0.0013831589465784062,0.0014670847664601094
multilevel,1.752518477250329e-05,0.0
noisiest,4.648929228351263e-06,0.0
objcut,4.648929228351263e-06,0.0
abc,1.3591499170875403e-05,0.0
eigendecomposit,1.3591499170875403e-05,0.0
kabal,4.648929228351263e-06,0.0
iisc,4.648929228351263e-06,0.0
fpcalc,1.8595716913405052e-05,0.0
sub-oscil,4.648929228351263e-06,0.0
nightmar,4.648929228351263e-06,0.0
angri,4.648929228351263e-06,0.0
super-sensit,4.648929228351263e-06,0.0
nih,8.419227286681047e-06,3.4037841302701434e-05
rotat,0.0006947366978346349,0.0008103877136365285
noise-sampl,4.648929228351263e-06,0.0
fail,0.00023296920937695533,0.00031050468931453196
imiginari,4.648929228351263e-06,0.0
screech,4.648929228351263e-06,0.0
distributet,4.648929228351263e-06,0.0
quadrat,0.00011496587559398551,4.2253826168549165e-05
poor,0.00016745935803302566,0.00014507494552882895
photogrammetri,9.060999447250266e-06,0.0
thee,4.446472652792783e-06,1.797651083158082e-05
enough,0.0005973761957296461,0.0006865709525954234
ak,4.648929228351263e-06,0.0
mvdr,4.178839617567343e-05,1.6894505266203695e-05
dc-offset,4.648929228351263e-06,0.0
unshift,1.3591499170875403e-05,0.0
robi,4.446472652792783e-06,1.797651083158082e-05
