word,MoocDsp,MoocReactive
account,0.0008162100178494456,0.00030619175091197993
capacitor,0.000341771488944063,0.0
undoubtedli,0.0001708857444720315,0.0
long,0.0005447562424950628,0.0005553756508503071
minimum,0.000807924549681883,0.000166398813591943
locat,0.00013111287642080986,0.000344298357338457
key,0.0002355809141550402,0.001000722076228675
blue,0.000341771488944063,0.0
greatli,0.0004933745888966829,0.00019052741283471174
recal,0.00041356527757089375,8.517722546952638e-05
luck,0.0001551261183702023,4.792428091971335e-05
file,0.000209505788286506,0.001747553459444278
specif,0.00044185059297501775,0.00046070178933138063
manner,0.00029036580271479383,6.727867192022211e-05
harder,0.0001551261183702023,4.792428091971335e-05
rule,0.00040065024953804795,0.00016503453500626321
student,0.0013772118910564362,0.00015955216853484838
whera,0.0001708857444720315,0.0
knowledg,0.0006601934171730372,0.00010197926409284676
notion,0.00016094252745922608,2.4860594008668912e-05
easy-to-understand,0.0001708857444720315,0.0
sp,0.0001708857444720315,0.0
if,0.0002488536106413548,0.0003267409414715714
pascal,0.0001708857444720315,0.0
dtft,0.003949570616141229,0.0
revert,0.00016094252745922608,2.4860594008668912e-05
maria,0.00033013867076601543,0.0
lose,0.00014518290135739692,0.00011213111986703686
must,0.0007553794065133968,0.0011668252664042713
nois,0.0008047126372961305,0.0
pdf,0.00016094252745922608,4.9721188017337824e-05
glossari,0.0005126572334160945,0.0
third,0.00026407736686921484,0.00022435438100426288
involv,0.0007500040982451875,0.00013516091095753244
turn,0.000603641195225655,0.0006713547265097154
constraint,0.0001551261183702023,4.792428091971335e-05
track,0.00011908701913949334,0.0009749469348293749
seemingli,0.00016094252745922608,2.4860594008668912e-05
onto,0.00016094252745922608,2.4860594008668912e-05
coprim,0.000341771488944063,0.0
chirp,0.00033013867076601543,0.0
repeat,0.0003837356265324775,0.00035565101785678117
propos,0.0002743103923220431,0.00014830335966742173
fair,0.000551420370094525,6.388291910214477e-05
physic,0.00032188505491845216,4.9721188017337824e-05
referenc,0.00013648786514696017,0.0003373297990129471
in-lin,0.0001708857444720315,0.0
suppos,0.0010397970802684122,0.0007300735201464234
three,0.0007133667930709079,0.00025711674329223874
unless,0.0002955966190728733,9.132089141532357e-05
quantiz,0.0006602773415320309,0.0
muscl,0.0001708857444720315,0.0
step,0.0015202759861501385,0.0011465481306628495
simplif,0.00014518290135739692,0.00013455734384044423
decay,0.0008047126372961305,0.0
unfair,0.0001551261183702023,7.188642137957003e-05
cement,0.0001708857444720315,0.0
period,0.004745278562847447,0.0001665903035407206
win,0.00016094252745922608,2.4860594008668912e-05
still,0.001561270559694874,0.0012632585459014499
lowecas,0.0001708857444720315,0.0
correl,0.000930756710221214,2.3962140459856676e-05
contact,0.00013648786514696017,0.0002319142368214011
re-phras,0.0001708857444720315,0.0
conjug,0.0009464491592954523,0.0
fail,0.0001787092458268491,0.0053139619445226275
note,0.001122167954229054,0.00070780459938204
depend,0.0007133927367368879,0.0012279082860778073
watkinson,0.0001708857444720315,0.0
intent,0.0005807316054295877,4.485244794681474e-05
come,0.001238455454774087,0.0008544853436880566
sub-channel,0.0001708857444720315,0.0
represent,0.0006968324613418655,4.3055540849190277e-05
lazaru,0.0001708857444720315,0.0
colum,0.0001708857444720315,0.0
realis,0.0013961350653318209,2.3962140459856676e-05
associ,0.0003758894019953583,0.0003870878200101753
impli,0.001009778194764669,7.798959707902847e-05
reinterpret,0.0001708857444720315,0.0
amplitud,0.000930756710221214,0.0
junk,0.0001708857444720315,0.0
revoir,0.0001708857444720315,0.0
separ,0.0004795366812578019,0.0002777754021859203
shock,0.0001708857444720315,0.0
even,0.0013712129739507932,0.0013206950243429656
concern,0.0003990851647117198,0.00016438985040452832
complex,0.0021596093339210313,0.00015801735512595863
convolv,0.00033013867076601543,0.0
filter,0.0029582960802480235,0.0001462285927172157
wiki,0.0004355487040721907,8.970489589362949e-05
beta,0.0001708857444720315,0.0
lpf,0.0005126572334160945,0.0
squar,0.00033013867076601543,0.0
explicit,0.00014518290135739692,0.00011213111986703686
modifi,0.000378666823036751,0.00027296358977659966
finit,0.0007756305918510117,0.0
column,0.0008047126372961305,2.4860594008668912e-05
save,0.00029036580271479383,0.00013455734384044423
deal,0.00024145647809026196,0.0004475698176731437
sweet,0.00016094252745922608,2.4860594008668912e-05
pace,0.0001708857444720315,0.0
ww,0.0001708857444720315,0.0
retir,0.0001708857444720315,0.0
happi,0.0004355487040721907,0.00013455734384044423
monday,0.0004355487040721907,0.00011213111986703686
break,0.00013203868343460742,0.00034672949791567895
minu,0.0005048890973823345,0.00038994798539514235
sub,0.00026407736686921484,0.00024475023382283226
transform,0.001046511515995004,0.00017961482783307813
introduc,0.0005321135529489597,0.00012329238780339625
resembl,0.00016094252745922608,2.4860594008668912e-05
web,0.00025729535870239016,0.0004570571176615083
domin,0.00033013867076601543,0.0
invers,0.00033013867076601543,0.0
struggl,0.0007785850967663934,0.00027489618522275836
till,0.00016094252745922608,2.4860594008668912e-05
remark,0.0001551261183702023,4.792428091971335e-05
leav,0.000577517307142028,0.0003925169036610932
quantum,0.0001708857444720315,0.0
diagramm,0.0001708857444720315,0.0
plural,0.0001708857444720315,0.0
introduct,0.00014779830953643664,0.00013698133712298534
store,0.00012308517122443452,0.0006654485184940857
implement,0.0005896744035460856,0.0044859992360824314
categori,0.00016094252745922608,2.4860594008668912e-05
signpost,0.0001708857444720315,0.0
generos,0.0001708857444720315,0.0
instantan,0.000683542977888126,0.0
hear,0.0004057190530337745,0.0001462321524087065
either,0.0013046919730096225,0.00037206306883196146
perhap,0.0007850657458629762,0.00036380441675908564
choos,0.001236068661665439,0.00011456040233600159
oper,0.0016391255938152348,0.0013363001457155244
limit,0.0008916188243710954,0.00032710224661335307
rate,0.0016877560352543265,0.0001002713831608866
close,0.00022503086824179428,0.0007821054243377876
allow,0.00033367932718559717,0.0005669733820219392
nevertheless,0.0002955966190728733,9.132089141532357e-05
reductio,0.0001708857444720315,0.0
equat,0.002987001456069057,5.536781235508959e-05
gist,0.0001708857444720315,0.0
googl,0.0002565501204454527,0.0002377738869132151
becam,0.00014779830953643664,9.132089141532357e-05
although,0.0008074727522328648,0.000267277117710892
henc,0.00029036580271479383,0.00011213111986703686
repetit,0.0010858828285914162,0.0
project,0.00020477895080547588,0.002688715948597238
suffici,0.0004231682803008459,8.715504414308121e-05
scilab,0.0001708857444720315,0.0
unfortun,0.00038826982576670307,0.00021991039331960413
mind,0.0002671001663586986,0.00016503453500626321
emphasis,0.0001708857444720315,0.0
conceal,0.0001708857444720315,0.0
polici,0.00014518290135739692,0.00017940979178725897
rubber,0.0001708857444720315,0.0
immedi,0.00023778893102363596,0.00045913704159328343
otherwis,0.0003692555136733036,0.0002661794073976343
corner,0.0004828275823776783,4.9721188017337824e-05
thu,0.00038826982576670307,0.00017992668544331247
consid,0.0007667578886096983,0.00028764035640920285
beg,0.00016094252745922608,2.4860594008668912e-05
patienc,0.0001708857444720315,0.0
suggest,0.00047090663599907924,0.001527547730521804
budget,0.0001708857444720315,0.0
interv,0.0008497689904143463,0.00020627006623235723
expon,0.0004828275823776783,0.0
expert,0.0001551261183702023,4.792428091971335e-05
slow,0.0002671001663586986,0.00018566385188204608
edg,0.0001708857444720315,0.0
clarifi,0.0006967232826154164,0.00021524397483911918
border,0.0001708857444720315,0.0
serialis,0.0001708857444720315,0.0
clean,0.00014105609343361528,0.00026146513242924363
deepli,0.0001708857444720315,0.0
among,0.0005642243737344611,6.536628310731091e-05
yesterday,0.00014297160525004535,0.00013250788672209204
exampl,0.002200454172461106,0.001679513027599641
karplu,0.0001708857444720315,0.0
invari,0.0008047126372961305,0.0
discrete-tim,0.0005126572334160945,0.0
goal,0.00016094252745922608,2.4860594008668912e-05
handi,0.0001708857444720315,0.0
particularli,0.0005116475020433033,0.00017782550892839059
querstion,0.0001708857444720315,0.0
automat,0.00026407736686921484,0.00028554193945997097
train,0.0008271305551417875,6.388291910214477e-05
revisit,0.0001708857444720315,0.0
explod,0.0001708857444720315,0.0
bt,0.0001708857444720315,0.0
self-assess,0.0001708857444720315,0.0
touchscreen,0.0001708857444720315,0.0
name,0.0008195627969076174,0.0013644327803621669
furthermor,0.00014779830953643664,0.00011415111426915444
formal,0.0004952080061490233,0.0
op-amp,0.000341771488944063,0.0
appar,0.00014105609343361528,0.00015252132725039212
freeload,0.0001708857444720315,0.0
besid,0.00014518290135739692,0.00011213111986703686
min,0.0004057190530337745,0.00010445153743479034
fibr,0.0001708857444720315,0.0
impuls,0.000630966106196968,0.0
albeit,0.0001708857444720315,0.0
facetim,0.0001708857444720315,0.0
wan,0.0001708857444720315,0.0
algoritm,0.000341771488944063,0.0
transpos,0.0001708857444720315,0.0
constant,0.000603641195225655,0.0002610823936426672
closest,0.000465378355110607,2.3962140459856676e-05
better,0.0007814747191496833,0.0008299048824399005
autoconvolut,0.0001708857444720315,0.0
taewoong,0.0004828275823776783,0.0
subject,0.000270479368689183,0.000292464304817413
miss,0.001395777987761819,0.0014337673102614227
take,0.0013614574908680625,0.0013202333775981236
ever,0.00013409146931175016,0.000248555329498962
explan,0.0019278524661433482,0.0004020205448810487
clarif,0.0016417626698957504,9.05718063265225e-05
check-box,0.0001708857444720315,0.0
sum,0.0024699904284114496,0.00022545331520191142
by,0.0001708857444720315,0.0
larg,0.00014518290135739692,0.00011213111986703686
pick,0.00025884655051113534,0.00023990224725774998
jpeg,0.00033013867076601543,0.0
analyz,0.0001551261183702023,4.792428091971335e-05
new,0.00018657515226407819,0.003544864181328991
finger,0.0003102522367404046,4.792428091971335e-05
curriculum,0.0001708857444720315,0.0
support,0.0005507368008512845,0.0004253581768518463
releas,0.0005459514605878407,0.0002319142368214011
extract,0.0001352396843445915,0.00035513522727828714
accumul,0.0003019986208928414,9.329871008887843e-05
absolut,0.000465378355110607,2.3962140459856676e-05
appli,0.0008605532466251531,0.0007828017567108258
bbc,0.0001708857444720315,0.0
valu,0.0019762406526211357,0.0025800024020215958
detail,0.0006975046401647975,0.0009235087093537333
video,0.00144887285482393,0.0008557273152716967
summabl,0.0001708857444720315,0.0
din,0.0001708857444720315,0.0
lowpass,0.0001708857444720315,0.0
present,0.0005813952866638912,0.0003412681728828485
tame,0.0001708857444720315,0.0
examp,0.0001708857444720315,0.0
receiv,0.0002910094267424023,0.0025023206385123846
behind,0.0007193050218867029,0.00022222032174873627
reduc,0.00026407736686921484,0.00018356267536712417
round,0.0004952080061490233,0.0
latter,0.0002743103923220431,0.00012711716542921866
unlik,0.00026407736686921484,0.00018356267536712417
complet,0.0010995040662151283,0.002474797425713662
enjoy,0.0003837356265324775,0.00017782550892839059
greater,0.00013302838823723992,0.00030823096950849063
announc,0.0001708857444720315,0.0
which,0.0001551261183702023,4.792428091971335e-05
mainli,0.00014779830953643664,9.132089141532357e-05
respons,0.0006268213458596028,0.0010973423084776883
observ,0.00010468170278187754,0.004317404340167811
professor,0.0008867898572186198,4.5660445707661784e-05
quantiti,0.0001708857444720315,0.0
respect,0.0006601934171730372,0.00010197926409284676
pure,0.0005342003327173972,0.0002269224856336119
linear,0.0010162803095017784,2.242622397340737e-05
notic,0.0004510510733971866,0.0003832031709989422
procedur,0.0001551261183702023,4.792428091971335e-05
omegai,0.0001708857444720315,0.0
sign,0.0006968324613418655,4.3055540849190277e-05
drum,0.0001708857444720315,0.0
experi,0.0009277101540742457,0.0004657322961950383
attach,0.0002743103923220431,0.00016948955390562486
pulsat,0.0001708857444720315,0.0
beer,0.0001708857444720315,0.0
distribut,0.000270479368689183,0.00020890307486958067
wideband,0.0001708857444720315,0.0
pair,0.0003692555136733036,0.0005133459999811519
teacher,0.0008229311769661293,4.2372388476406215e-05
perus,0.0001708857444720315,0.0
master,0.00014779830953643664,0.00011415111426915444
inner,0.003103706307473619,0.00013423919346924938
is,0.0002613429121158728,0.00020184658889496956
handbook,0.0001708857444720315,0.0
clock,0.0003102522367404046,4.792428091971335e-05
select,0.0011796865849802044,0.0005648966752289726
actual,0.001035964316640716,0.0010934982363915678
co,0.0012867444472504082,2.2084647787015344e-05
incomplet,0.00012654464813415477,0.00043003831094091754
commun,0.0005813952866638912,0.0003771911384494641
whilst,0.0003102522367404046,4.792428091971335e-05
stump,0.00016094252745922608,2.4860594008668912e-05
max,0.0007866772585248592,0.00016202275639456805
ratio,0.0005126572334160945,0.0
non-standard,0.0001708857444720315,0.0
sy,0.0004828275823776783,2.4860594008668912e-05
overlook,0.00016094252745922608,2.4860594008668912e-05
indic,0.0004266328564341758,0.0007249159710742964
workload,0.0001708857444720315,0.0
sax,0.0001708857444720315,0.0
latest,0.00013785509252363124,0.0002129430636738159
rush,0.0001708857444720315,0.0
size,0.0001352396843445915,0.00031335461230437106
time,0.0032072797094232774,0.002163353854383877
clue,0.00013648786514696017,0.0002319142368214011
comput,0.001507683962289174,0.000821965005438463
queston,0.0001708857444720315,0.0
reject,0.00016094252745922608,2.4860594008668912e-05
identifi,0.00043466871687539285,0.0023332102630132597
distract,0.0003102522367404046,2.3962140459856676e-05
null,0.0001393664922683731,0.00038749986764271237
speaker,0.0001708857444720315,0.0
cant,0.0003102522367404046,2.3962140459856676e-05
oo,0.0001708857444720315,0.0
abnorm,0.00016094252745922608,2.4860594008668912e-05
scalesi,0.0001708857444720315,0.0
format,0.001294232752555677,9.995926969072915e-05
unsur,0.00033013867076601543,0.0
watch,0.0002355809141550402,0.0006186281925777263
trivial,0.000298619418562357,4.612737382208887e-05
adopt,0.00014518290135739692,0.00011213111986703686
convey,0.00032188505491845216,2.4860594008668912e-05
choic,0.0015752055723040582,0.0001310184964401019
conveni,0.0004231682803008459,6.536628310731091e-05
each,0.00033013867076601543,0.0
remov,0.00011314195421162911,0.001572920849490069
whatev,0.00026407736686921484,0.00018356267536712417
fft,0.0011554853476810542,0.0
decim,0.000930756710221214,0.0
metal,0.0001708857444720315,0.0
violin,0.0001708857444720315,0.0
kth,0.000341771488944063,0.0
given,0.002259587780483793,0.0005983469857155429
extens,0.0002839638008948257,0.00013159061583011193
special,0.0004057190530337745,0.0001462321524087065
deviat,0.00016094252745922608,4.9721188017337824e-05
doubl,0.00012942327525556767,0.0010395764047835833
jar,0.00013785509252363124,0.0002129430636738159
sort,0.0002472137323330878,0.0003627746073973383
financi,0.0001708857444720315,0.0
precis,0.0007416411969992634,0.00019093400389333598
flood,0.0001551261183702023,4.792428091971335e-05
let,0.0018094069271695913,0.0004611698184619581
copi,0.00012072823904513098,0.0010070320897645733
equ,0.000341771488944063,0.0
usual,0.0004479291278435355,4.612737382208887e-05
math,0.0017668568561628017,0.0002547292557672991
speech-recognit,0.0001708857444720315,0.0
bold,0.00014779830953643664,9.132089141532357e-05
endors,0.0001708857444720315,0.0
initi,0.00023896011648552454,0.0005721340610025925
comfort,0.000298619418562357,4.612737382208887e-05
voic,0.0001708857444720315,0.0
cumbersom,0.00016094252745922608,2.4860594008668912e-05
bk,0.000341771488944063,0.0
prefer,0.0005898432924901022,0.0003097820477062107
short,0.0004053574815403301,0.0010644562062787479
occasion,0.00016094252745922608,2.4860594008668912e-05
restor,0.00033013867076601543,0.0
quiz,0.0010704037558399552,0.0
mean,0.004242774215378072,0.0010486017726116326
multi-answ,0.0001708857444720315,0.0
or,0.0002839638008948257,8.772707722007464e-05
care,0.0004339235100441019,0.0005194641340515714
firstli,0.00016094252745922608,2.4860594008668912e-05
share,0.0005419431309855777,0.0006697063041281063
mix,0.000270479368689183,0.0001462321524087065
here,0.00013302838823723992,0.0003904258947107547
zinou,0.0001708857444720315,0.0
achiev,0.00011535325031898066,0.001104745419871687
list,0.0004922270459215507,0.002615559472081577
ii,0.0001708857444720315,0.0
catastroph,0.0001708857444720315,0.0
thread,0.0005095662405263484,0.0011019689746852117
find,0.0022881583877100947,0.0018712006315393743
capit,0.0006437701098369043,0.0
effici,0.00014297160525004535,0.00013250788672209204
literatur,0.0008047126372961305,0.0
machin,0.00014518290135739692,0.00011213111986703686
inform,0.0005863438106770536,0.00039851594783669905
month,0.00014779830953643664,9.132089141532357e-05
outcom,0.00014779830953643664,9.132089141532357e-05
z-transform,0.0017703678020514872,0.0
heart,0.0001708857444720315,0.0
keep,0.0007737199767659084,0.0007469723246255991
progress,0.00037963394440246437,0.00023456635142231867
enough,0.0006021655260044412,0.0006666129983239308
exit,0.00027297573029392034,0.0004005791363278746
rescu,0.0001708857444720315,0.0
span,0.0001393664922683731,0.00019374993382135618
verifi,0.00012471087460084177,0.0005586541211637636
button,0.00012942327525556767,0.0006197474720825209
exploit,0.000298619418562357,4.612737382208887e-05
begin,0.0002505929346635722,0.0002903158650076315
relationship,0.0011276682059860748,0.00013548073700356137
upward,0.0001708857444720315,0.0
abl,0.000885713249794039,0.0010808387757100064
coars,0.0001708857444720315,0.0
audio,0.001493097092811785,6.919106073313331e-05
review,0.0005807316054295877,8.970489589362949e-05
sheet,0.00014518290135739692,0.00011213111986703686
energi,0.0029036580271479383,0.0
discret,0.001621241369810943,0.00011558361127526143
transmit,0.000341771488944063,0.0
display,0.0001509993104464207,6.997403256665882e-05
sincer,0.0005911932381457466,2.2830222853830892e-05
villani,0.0001708857444720315,0.0
angelo,0.0001708857444720315,0.0
carri,0.00014297160525004535,0.0002208464778701534
sx,0.0005126572334160945,0.0
singl,0.0002472137323330878,0.00047733500973333996
anim,0.0001708857444720315,0.0
approx,0.0001708857444720315,0.0
comment,0.0018669677785367953,0.0004325823202437448
vector,0.005061785925366192,3.909439190371978e-05
float,0.0004828275823776783,2.4860594008668912e-05
insight,0.0007193050218867029,0.00024073868189446429
sake,0.0001509993104464207,6.997403256665882e-05
ie,0.0003990851647117198,0.00014384111910396226
decibel,0.0001708857444720315,0.0
learnt,0.0001708857444720315,0.0
lye,0.0001708857444720315,0.0
welcom,0.000270479368689183,0.0001462321524087065
it,0.0015303192965029865,0.0016117263891395938
contour,0.000341771488944063,0.0
summat,0.0012410089469616183,0.0
fond,0.0001708857444720315,0.0
week,0.0013512005027824037,0.003200346923209743
plt,0.0005126572334160945,0.0
task,0.0003584401747282868,0.00046139843629241324
system,0.0009306142438880207,0.0015551226820956856
invert,0.0001551261183702023,4.792428091971335e-05
obviou,0.0009381500970832858,0.0002717154189795675
curv,0.0001708857444720315,0.0
spec,0.00013785509252363124,0.0002129430636738159
park,0.0001708857444720315,0.0
telecommun,0.0001708857444720315,0.0
reason,0.0004807775498843338,0.0010397116244405375
group,0.0004355487040721907,6.727867192022211e-05
build,0.00011693121644709124,0.0009753599339207541
doh,0.00016094252745922608,2.4860594008668912e-05
solidifi,0.0001708857444720315,0.0
lowest,0.0001708857444720315,0.0
ccde,0.0005126572334160945,0.0
alpha,0.00016094252745922608,2.4860594008668912e-05
equival,0.0001352396843445915,0.0002506836898434968
technolog,0.00016094252745922608,7.458178202600673e-05
downsampl,0.0004952080061490233,0.0
unintent,0.0001708857444720315,0.0
stft,0.0001708857444720315,0.0
homework,0.004869811589271344,8.176454334813582e-05
desir,0.0003102522367404046,4.792428091971335e-05
misunderstood,0.00013111287642080986,0.00030379266823981504
radian,0.00033013867076601543,0.0
featur,0.00013785509252363124,0.0001916487573064343
satisfi,0.000757333646073502,0.0010528595605668845
librari,0.00023778893102363596,0.0006427918582305968
spread,0.0001708857444720315,0.0
instead,0.0005842939686587995,0.0007972539994975125
lectur,0.004003896667463326,0.001627571019063996
hardli,0.00016094252745922608,2.4860594008668912e-05
revers,0.0006205044734808092,2.3962140459856676e-05
dave,0.0001708857444720315,0.0
bad,0.0003933386292624296,0.000384804046437099
analysi,0.0005911932381457466,2.2830222853830892e-05
schaedler,0.0001708857444720315,0.0
fit,0.0005386163664545887,8.31994067959715e-05
compress,0.00016094252745922608,2.4860594008668912e-05
tini,0.00016094252745922608,2.4860594008668912e-05
manual,0.00013024321440970122,0.00034201465180137944
maximum,0.0012116965940800447,0.00016845235256584526
year,0.0005944723275590898,0.0003305786699471641
arithmet,0.00033013867076601543,0.0
formulaefor,0.0001708857444720315,0.0
level,0.00025244454869116726,0.00040944538466489947
channel,0.00016094252745922608,4.9721188017337824e-05
mislead,0.0001551261183702023,4.792428091971335e-05
function,0.0028693526019767245,0.0026238941471284903
illustr,0.0007549965522321034,2.3324677522219608e-05
divid,0.0003102522367404046,0.00011981070229928336
