word,StackTrain,MoocReactive
half-pow,3.841481608906895e-06,0.0
root-rc,3.841481608906895e-06,0.0
refer,0.0008271939306739442,0.0011284806727983397
hold,0.0002499459580889767,0.00036939840045829354
head,0.000210340221182385,0.00018218109325510222
write,0.0005019024424079827,0.001460159431148936
heartmath,7.68296321781379e-06,0.0
fiter,3.841481608906895e-06,0.0
benefit,0.00016464477159867924,0.00014674710651026287
imageb,3.841481608906895e-06,0.0
q-transform,7.48053259297098e-06,0.0
cross,0.0003731489729344245,2.221796968138375e-05
continuosli,3.841481608906895e-06,0.0
dftuv,3.841481608906895e-06,0.0
eigenfac,2.5679170226253865e-05,0.0
damp,0.00015234912468903256,0.0
multiwavelet,7.68296321781379e-06,0.0
k-means-lik,3.841481608906895e-06,0.0
dark,9.894512521551555e-05,0.0
fist,1.1005358668394515e-05,0.0
excrept,3.841481608906895e-06,0.0
bexc,1.1524444826720685e-05,0.0
scharr,1.870133148242745e-05,0.0
disadvantg,3.841481608906895e-06,0.0
misclassif,3.841481608906895e-06,0.0
prof,1.335402420636238e-05,5.5261043682552873e-05
autoencod,3.841481608906895e-06,0.0
disgust,3.668452889464838e-06,6.072253044906681e-05
gaug,2.4467969190159468e-05,0.0
differentian,3.841481608906895e-06,0.0
block-averag,1.1524444826720685e-05,0.0
steady-st,3.0957492276108e-05,0.0
midpoint,2.8537900616347464e-05,0.0
immunohistochemistri,3.841481608906895e-06,0.0
precess,1.496106518594196e-05,0.0
uncertainli,1.1524444826720685e-05,0.0
over-sampl,1.1220798889456471e-05,0.0
signum,2.5289250584178395e-05,0.0
xcode,3.841481608906895e-06,0.0
under-model,3.841481608906895e-06,0.0
pd,2.796339336018225e-05,0.0
unrecover,3.841481608906895e-06,0.0
calcopticalflowfarneback,3.841481608906895e-06,0.0
splice,3.923961334747776e-05,0.0
pun,7.134475154086866e-06,2.95235755941076e-05
slowly-vari,3.841481608906895e-06,0.0
normalis,0.00012128757284482552,0.0
klein-softwar,3.841481608906895e-06,0.0
firewal,3.841481608906895e-06,0.0
less,0.0005560845347131511,0.0004060879233515945
speak,0.00021457938509561133,0.0
model-spars,3.841481608906895e-06,0.0
pre-decim,3.841481608906895e-06,0.0
soft-decis,7.68296321781379e-06,0.0
hundr,7.035183595567151e-05,2.5315383977251803e-05
sedi,1.7836187885217164e-05,0.0
raspberri,3.865416165791183e-05,0.00010663798332154285
ex,6.925792216539569e-05,9.553337638156343e-05
chicken,7.134475154086866e-06,2.95235755941076e-05
orign,7.48053259297098e-06,0.0
monir,3.841481608906895e-06,0.0
fcc,3.841481608906895e-06,0.0
grayscal,0.00018562326071296217,0.0
fdatool,5.315832720929159e-05,0.0
everyth,0.00026098950156154505,0.0007046909213578768
hivemind,3.841481608906895e-06,0.0
gaussian-window,3.841481608906895e-06,0.0
reverse-transform,3.841481608906895e-06,0.0
stark,3.841481608906895e-06,0.0
inverse-z-transform,7.48053259297098e-06,0.0
iphon,7.90318450843193e-05,0.0
mega-nerd,7.48053259297098e-06,0.0
surpass,3.841481608906895e-06,0.0
action,5.8252055123929825e-05,0.00022957726436238012
parabol,3.4660222646220284e-05,0.0
barrel,7.48053259297098e-06,0.0
soundrecod,3.841481608906895e-06,0.0
resepect,3.841481608906895e-06,0.0
reput,3.415929305378778e-05,0.0
time-window,7.48053259297098e-06,0.0
housekeep,1.9207408044534472e-05,0.0
york,2.1172543806995816e-05,0.0
good,0.0012511513157753486,0.0006187269117166066
stem,1.6971044288006883e-05,2.8091535712246657e-05
horizon,1.1005358668394515e-05,0.0
peaq,1.1524444826720685e-05,0.0
ppred,2.6890371262348262e-05,0.0
macktuesday,3.841481608906895e-06,0.0
ghost,1.1220798889456471e-05,0.0
push,6.496694242768562e-05,7.681239512394106e-05
mahafza,3.841481608906895e-06,0.0
abitrari,3.841481608906895e-06,0.0
org,1.8583977575534057e-05,0.004042922117468216
flat,0.0003126786664417151,2.2901120242258024e-05
astronomi,1.8342264447324192e-05,0.0
summand,3.841481608906895e-06,0.0
repos,3.841481608906895e-06,0.0
critically-damp,7.68296321781379e-06,0.0
anticip,1.8063750417270285e-05,0.0
screenshoot,3.841481608906895e-06,0.0
mimic,2.3256768154065068e-05,2.7497185460811514e-05
rodent,1.536592643562758e-05,0.0
deepli,1.4451000333816228e-05,0.0
perplex,3.841481608906895e-06,0.0
buckley,3.841481608906895e-06,0.0
imposs,0.00016478613978042594,2.3514167425242875e-05
telemetri,7.68296321781379e-06,0.0
tinnitu,1.9207408044534472e-05,0.0
misunderstood,2.7238144276105507e-05,0.00033814712121528213
environ,0.00018891038160805636,0.0001624396356094403
correl,0.0012146694043663336,2.0558250460698753e-05
jason,1.1005358668394515e-05,0.0
rewritten,2.3256768154065068e-05,2.7497185460811514e-05
vh,1.870133148242745e-05,0.0
jmathstudio,3.841481608906895e-06,0.0
exchang,8.728827806705575e-05,0.0004953772330871736
rosenfeld,7.68296321781379e-06,0.0
mlseequalizer-class,3.841481608906895e-06,0.0
dendrogram,3.841481608906895e-06,0.0
unforun,3.841481608906895e-06,0.0
conferenc,3.841481608906895e-06,0.0
viewpoint,5.091313286402065e-05,0.0
fuzz,3.841481608906895e-06,0.0
cq-transform,3.841481608906895e-06,0.0
newborn,7.48053259297098e-06,0.0
nonvoc,3.841481608906895e-06,0.0
oce,7.68296321781379e-06,0.0
dale,3.841481608906895e-06,0.0
grey-scal,2.14034254622606e-05,0.0
graythresh,3.841481608906895e-06,0.0
peter,5.341609682544952e-05,0.0
drag,1.1005358668394515e-05,0.0
specialis,7.48053259297098e-06,0.0
mpower,3.841481608906895e-06,0.0
zeiler,3.841481608906895e-06,0.0
stereo-vis,2.796339336018225e-05,0.0
buoy,2.618186407539843e-05,0.0
wx,3.841481608906895e-06,0.0
choke,6.932044529244057e-06,5.737177192736359e-05
cleaner,3.093663925127886e-05,7.681239512394106e-05
ground-perpendicular,3.841481608906895e-06,0.0
freed,7.48053259297098e-06,0.0
diagnost,7.336905778929676e-06,3.0361265224533406e-05
south,7.48053259297098e-06,0.0
m-fsk,2.201071733678903e-05,0.0
fcm,1.1005358668394515e-05,0.0
likelihood,0.0001894945572093573,0.0
tutor,6.67701210318119e-06,0.00013815260920638215
unmodul,3.841481608906895e-06,0.0
suprisingli,3.841481608906895e-06,0.0
inted,3.841481608906895e-06,0.0
credit,9.967186351742173e-06,0.00010998874184324606
sub-dataset,3.841481608906895e-06,0.0
pseudo-cod,3.567190644530393e-05,2.683926105993498e-05
overlight,3.841481608906895e-06,0.0
byteord,3.841481608906895e-06,0.0
todd,3.841481608906895e-06,0.0
nipi,3.841481608906895e-06,0.0
entso-,3.841481608906895e-06,0.0
non-isotrop,3.841481608906895e-06,0.0
undamp,3.841481608906895e-06,0.0
won,3.841481608906895e-06,0.0
agreement,3.4660222646220284e-05,0.0
mutual,6.509966296434323e-05,5.1312876438336456e-05
gather,8.409118590891679e-05,4.7997585891246686e-05
cancel,0.0002506055248131198,0.0009679085842435602
adjoint,7.68296321781379e-06,0.0
qsimag,3.841481608906895e-06,0.0
rfstudio,3.841481608906895e-06,0.0
savitzky-golay,5.4654868886060454e-05,0.0
veld,3.841481608906895e-06,0.0
did,3.567237577043433e-06,5.90471511882152e-05
upsid,2.14034254622606e-05,0.0
ambiti,3.841481608906895e-06,0.0
ect,3.841481608906895e-06,0.0
pronunci,2.8537900616347464e-05,0.0
deal,0.0003661402998589065,0.0003931189377642527
uncontamin,7.68296321781379e-06,0.0
desk,3.841481608906895e-06,0.0
valley,2.5289250584178395e-05,0.0
threshold,0.0010969842598543022,0.0
patent-fre,7.68296321781379e-06,0.0
sensibl,2.6579163604645796e-05,2.7497185460811514e-05
iupui,3.841481608906895e-06,0.0
repitit,3.841481608906895e-06,0.0
delta-funct,3.841481608906895e-06,0.0
bof,7.48053259297098e-06,0.0
formual,3.841481608906895e-06,0.0
minimalläng,1.1524444826720685e-05,0.0
tome,3.841481608906895e-06,0.0
bum,3.841481608906895e-06,0.0
sayin,3.841481608906895e-06,0.0
muscular,3.841481608906895e-06,0.0
wita,3.841481608906895e-06,0.0
containin,3.841481608906895e-06,0.0
loos,4.1894280577890744e-05,9.90657683102182e-05
reffer,3.841481608906895e-06,0.0
delta-squar,3.841481608906895e-06,0.0
usuali,3.841481608906895e-06,0.0
perid,3.841481608906895e-06,0.0
average-histogram-object,3.841481608906895e-06,0.0
robust,0.000272506393872209,0.0
outrag,7.48053259297098e-06,0.0
input,0.0023837899307650144,0.0005114923895591153
environment,2.8230058409327755e-05,0.0
phase-modul,7.68296321781379e-06,0.0
esprit,1.496106518594196e-05,0.0
not-smooth,3.841481608906895e-06,0.0
sub-sampl,3.612750083454057e-05,0.0
footprint,3.841481608906895e-06,0.0
mis-classifi,3.841481608906895e-06,0.0
pi,0.00014987999834034367,7.59461519317554e-05
euclidian,3.119420038159826e-05,0.0
tuft,3.841481608906895e-06,0.0
jade,3.841481608906895e-06,0.0
image-process,0.001002940645983449,0.0
sinad,3.74026629648549e-05,0.0
tibial,1.1524444826720685e-05,0.0
sheer,1.1005358668394515e-05,0.0
trev,3.841481608906895e-06,0.0
higher-ord,1.8063750417270285e-05,0.0
toou,3.841481608906895e-06,0.0
insignific,1.0486272510068343e-05,2.892922534267246e-05
gate,2.003103630954357e-05,0.00019341365288893505
hassanieh,3.841481608906895e-06,0.0
transit,0.0003474483461661247,0.0001223655892798961
unit,0.0005444589645466608,0.0013626269661837567
cabinet,3.841481608906895e-06,0.0
equival,0.0003870292898097568,0.00021354504240416632
salt,5.159582046018e-05,0.0
utmost,3.841481608906895e-06,0.0
nowday,3.841481608906895e-06,0.0
svm,0.00013445036905038548,0.0
truck,7.48053259297098e-06,0.0
colleg,3.266692644569943e-05,2.70361715898413e-05
thefunct,3.841481608906895e-06,0.0
mdft,7.68296321781379e-06,0.0
borderlin,3.841481608906895e-06,0.0
pain,1.6105900690796596e-05,7.997848749115713e-05
fb,3.21051381933909e-05,0.0
precipit,3.841481608906895e-06,0.0
distil,3.841481608906895e-06,0.0
ecp,3.841481608906895e-06,0.0
if,1.1844817713105204e-05,0.00041663354214405054
minumum,3.841481608906895e-06,0.0
minutia,1.9207408044534472e-05,0.0
perhap,0.0002855952226108842,0.0003596897534353736
fiddli,3.841481608906895e-06,0.0
egyptian,3.841481608906895e-06,0.0
foreign,7.68296321781379e-06,0.0
uwa,3.841481608906895e-06,0.0
bi-linear,7.48053259297098e-06,0.0
edit-dist,3.841481608906895e-06,0.0
high-frequency-respons,3.841481608906895e-06,0.0
requir,0.0006472807315044344,0.0009223305672191755
ec,7.68296321781379e-06,0.0
tghe,3.841481608906895e-06,0.0
roll-off,9.591059414765203e-05,0.0
contributor,3.841481608906895e-06,0.0
line-bas,3.841481608906895e-06,0.0
technic,0.00016432223079508126,0.0
misreport,3.841481608906895e-06,0.0
shortlist,1.1220798889456471e-05,0.0
qualit,3.757522235916656e-05,0.0
kostic,3.841481608906895e-06,0.0
band-limit,0.0001442978622982656,0.0
epipolar,1.8342264447324192e-05,0.0
search,0.0004623450787969976,0.000439108014495231
r-rang,3.841481608906895e-06,0.0
bg,3.841481608906895e-06,0.0
doucet,3.841481608906895e-06,0.0
vlsi,2.5679170226253865e-05,0.0
baird,3.841481608906895e-06,0.0
misspel,3.841481608906895e-06,0.0
mulipli,7.48053259297098e-06,0.0
ocr-specif,3.841481608906895e-06,0.0
sc-fde-alik,3.841481608906895e-06,0.0
cpu,9.505134637746089e-05,0.0002082374249920855
diffrenc,7.48053259297098e-06,0.0
slant,3.841481608906895e-06,0.0
btcsmooth,3.841481608906895e-06,0.0
keyword,3.7199807408196136e-05,7.696931465750467e-05
pathologist,3.841481608906895e-06,0.0
heard,0.00018497508826928507,0.00010343998461975629
onboard,3.841481608906895e-06,0.0
bullet-list,3.841481608906895e-06,0.0
overflow,5.866878863062027e-05,7.283419083008338e-05
sgram,3.841481608906895e-06,0.0
computeraudiophil,3.841481608906895e-06,0.0
paragraph,8.781694576620842e-05,2.506208796773309e-05
fluorosc,3.841481608906895e-06,0.0
darker,6.256687735841946e-05,0.0
timpani,3.841481608906895e-06,0.0
numsampl,7.68296321781379e-06,0.0
oven,7.48053259297098e-06,0.0
obvious,0.000267642640451806,0.00020137221173952683
shot,9.387328685353313e-05,2.506208796773309e-05
zero-memori,3.841481608906895e-06,0.0
tannenbaum,3.841481608906895e-06,0.0
airi,1.9207408044534472e-05,0.0
unpad,1.536592643562758e-05,0.0
brew,3.841481608906895e-06,0.0
didnt,7.134475154086866e-06,2.95235755941076e-05
lustig,3.841481608906895e-06,0.0
wrong,0.0007621468477846442,0.0011608041685945774
window,0.002245747186960691,0.0004547157719946592
inver,3.841481608906895e-06,0.0
pixel-specif,3.841481608906895e-06,0.0
lazebnik,3.841481608906895e-06,0.0
filling-in,3.841481608906895e-06,0.0
fusion-overview,3.841481608906895e-06,0.0
tie,2.5769441105274557e-05,5.331899166077142e-05
electromagnet,1.7836187885217164e-05,0.0
de-multipl,3.841481608906895e-06,0.0
thresh,3.841481608906895e-06,0.0
spectacularli,3.841481608906895e-06,0.0
long,0.00042201738664346026,0.0005033217764667986
wieght,3.841481608906895e-06,0.0
mr,5.226708231311909e-05,5.40723431796826e-05
canon,6.677012103181189e-05,0.0
pfb,1.9207408044534472e-05,0.0
immunofluoresc,3.841481608906895e-06,0.0
simultan,8.699088197474151e-05,4.7997585891246686e-05
lock,0.00010273426014364235,0.00034882499182455664
single-frequ,7.68296321781379e-06,0.0
overdr,7.48053259297098e-06,0.0
three,0.0004741131099375894,0.00023678758851627396
april,7.134475154086866e-06,2.95235755941076e-05
region-bas,3.841481608906895e-06,0.0
strain,6.641305923043284e-05,0.0
remedi,1.4451000333816228e-05,0.0
overshot,7.68296321781379e-06,0.0
palm,4.994132607860806e-05,0.0
harri,0.00016102189632980556,0.0
strongli,3.6338046523948305e-05,7.518626390319927e-05
r-tree,3.841481608906895e-06,0.0
ddelta,3.841481608906895e-06,0.0
disagr,1.1005358668394515e-05,0.0
quantitavi,3.841481608906895e-06,0.0
allud,3.841481608906895e-06,0.0
chromin,2.167650050072434e-05,0.0
shannon-nyquist,3.841481608906895e-06,0.0
tension,7.48053259297098e-06,0.0
schoffelen,3.841481608906895e-06,0.0
naïv,7.48053259297098e-06,0.0
abit,3.841481608906895e-06,0.0
weigth,3.841481608906895e-06,0.0
icreatefromlibrari,3.841481608906895e-06,0.0
pwm,6.1914984552216e-05,0.0
expression,3.841481608906895e-06,0.0
clue,9.076981689963868e-05,0.00022954538368850582
over,5.869524623143741e-05,0.0
composit,0.00010282895781187219,0.00015677138568328947
mysteri,1.3758885456048e-05,2.8468211471702246e-05
upload,8.787363739496379e-05,0.0002272717964818763
super-popular,3.841481608906895e-06,0.0
du,1.1524444826720685e-05,0.0
littel,3.841481608906895e-06,0.0
fft-convolut,3.841481608906895e-06,0.0
stft-base,7.68296321781379e-06,0.0
furnac,7.68296321781379e-06,0.0
paley-wien,3.841481608906895e-06,0.0
voltag,0.0002876762016479241,0.0
and,1.540742274930225e-05,0.0001785233196822774
easiest,4.455779807194597e-05,2.6341021013608294e-05
equalizehist,3.841481608906895e-06,0.0
roomeq,1.1220798889456471e-05,0.0
positbl,3.841481608906895e-06,0.0
specialist,1.1005358668394515e-05,0.0
reaction,3.502736278872737e-05,0.0010703904976973508
invest,1.7836187885217164e-05,0.0
non-rigid,2.201071733678903e-05,0.0
tempor,0.00014172150290124003,0.0
clcm,7.68296321781379e-06,0.0
quasiperiod,7.48053259297098e-06,0.0
wifi,6.148672749681801e-05,0.0
shiftpix,3.841481608906895e-06,0.0
thepictur,3.841481608906895e-06,0.0
socket,6.932044529244057e-06,8.605765789104537e-05
ekf,8.38932145430978e-05,0.0
anti-imag,3.841481608906895e-06,0.0
instabl,3.4660222646220284e-05,0.0
construct,0.0002980629196803432,0.00028810068191778706
intuit,0.0003937912920769496,9.642426286878242e-05
pertain,3.733629743361514e-05,0.0
false-posit,2.9347623115718703e-05,0.0
broken,4.304963331811395e-05,0.00014251690010726474
newbish,3.841481608906895e-06,0.0
rememb,9.593946255709922e-05,0.0004066957544150835
ghm,3.841481608906895e-06,0.0
peform,3.841481608906895e-06,0.0
overkil,3.242900585936721e-05,2.683926105993498e-05
binquad,3.841481608906895e-06,0.0
comma,3.841481608906895e-06,0.0
nearli,0.00013115120607916215,2.4121076966637204e-05
profici,3.841481608906895e-06,0.0
datacent,3.841481608906895e-06,0.0
non-coher,1.8342264447324192e-05,0.0
entail,1.719860682006e-05,2.8468211471702246e-05
frequency-domain-sampl,3.841481608906895e-06,0.0
coral,1.9207408044534472e-05,0.0
blob,0.00030029767793325905,0.0
tikz,7.48053259297098e-06,0.0
follow-up,2.1172543806995816e-05,0.0
overton,2.8230058409327755e-05,0.0
cosinu,1.1220798889456471e-05,0.0
though,0.0003685061884983339,0.0007589544836865232
instruct,5.4637000231320766e-05,0.0009043858569698133
per-fram,3.841481608906895e-06,0.0
foscam,7.68296321781379e-06,0.0
time-vari,0.00013049069435355608,0.0
markovian,3.841481608906895e-06,0.0
kbp,3.841481608906895e-06,0.0
postgradu,3.841481608906895e-06,0.0
smooth,0.0012728037035771849,0.0
wisdom,3.841481608906895e-06,0.0
hessian-bas,3.841481608906895e-06,0.0
wobbl,2.8537900616347464e-05,0.0
re-synthesis,3.841481608906895e-06,0.0
consequ,8.427079199951434e-05,2.490898113174735e-05
taylor,8.724894312482172e-05,0.0
pitch-class,3.841481608906895e-06,0.0
radii,1.1005358668394515e-05,0.0
fmg,3.841481608906895e-06,0.0
luck,6.010505677103331e-05,4.9744827722925875e-05
systol,1.1524444826720685e-05,0.0
karhunen,3.841481608906895e-06,0.0
same-length,3.841481608906895e-06,0.0
clamp,1.4673811557859352e-05,0.0
thought,0.0005882082049460917,0.0008113658925493367
procces,3.841481608906895e-06,0.0
duli,3.841481608906895e-06,0.0
earphon,3.841481608906895e-06,0.0
peer,3.668452889464838e-06,3.0361265224533406e-05
yule-walk,3.175881571049372e-05,0.0
challeng,6.708230383239078e-05,0.0004729431728832977
uncod,1.496106518594196e-05,0.0
cut-slop,3.841481608906895e-06,0.0
half-a-parabola,3.841481608906895e-06,0.0
slip,6.932044529244057e-06,8.605765789104537e-05
period,0.0015965832695642853,0.00016333526891092846
diaper,3.841481608906895e-06,0.0
simpliest,3.841481608906895e-06,0.0
mediafir,3.841481608906895e-06,0.0
sligthli,3.841481608906895e-06,0.0
semi-definit,3.841481608906895e-06,0.0
cmi,3.841481608906895e-06,0.0
um,3.841481608906895e-06,0.0
dsss,3.175881571049372e-05,0.0
bough,3.841481608906895e-06,0.0
