word,StackTrain,MoocDsp
dma,4.267325918556332e-05,0.0
tiau,3.808504568333252e-06,0.0
aerial,4.454630258294491e-05,0.0
internship,7.393631900120241e-06,0.0
beetween,3.808504568333252e-06,0.0
breakoutboard,7.393631900120241e-06,0.0
stt,3.808504568333252e-06,0.0
map-bas,3.808504568333252e-06,0.0
minimum-phas,4.0382063736922994e-05,0.0
mnm,3.808504568333252e-06,0.0
de-convolut,1.109044785018036e-05,0.0
vocal,0.0001679435002236303,0.0
appspot,3.808504568333252e-06,0.0
up-mix,3.808504568333252e-06,0.0
currenti,3.808504568333252e-06,0.0
behalv,3.808504568333252e-06,0.0
lexic,3.808504568333252e-06,0.0
term,0.0009893666065697326,0.0007847312638494675
vlf,7.393631900120241e-06,0.0
specul,1.4224419728521107e-05,0.0
gabor-descriptor,3.808504568333252e-06,0.0
demo,2.3986470621585716e-05,0.0
disclam,3.808504568333252e-06,0.0
heteroskedast,3.808504568333252e-06,0.0
sophit,3.808504568333252e-06,0.0
apartur,1.109044785018036e-05,0.0
quasi,7.393631900120241e-06,0.0
lim,7.617009136666504e-06,0.0
steadi,0.0001244881545224922,0.0
mdl,3.2004944389172496e-05,0.0
houghlinesp,3.808504568333252e-06,0.0
obtainhanwindow,3.808504568333252e-06,0.0
squarewav,7.393631900120241e-06,0.0
honeslti,3.808504568333252e-06,0.0
perspect,0.00017387551650570776,0.00030482936051044274
ass,3.808504568333252e-06,0.0
ballpark,1.0852714842839674e-05,0.0
addendum,7.393631900120241e-06,0.0
astray,3.808504568333252e-06,0.0
trilinear,1.1425513704999755e-05,0.0
unconvinc,3.617571614279892e-06,0.0001997772602733422
pre-multipli,3.808504568333252e-06,0.0
lobdel,3.808504568333252e-06,0.0
cic,8.14606650656071e-05,0.0
quickli,0.00014473804098966267,0.0003016238867240557
physiolog,7.393631900120241e-06,0.0
interrest,3.808504568333252e-06,0.0
firm,7.393631900120241e-06,0.0
follow-on,1.0852714842839674e-05,0.0
green,0.00041680697932858435,0.0
concav,2.0780525724251477e-05,0.0
exemplar,3.808504568333252e-06,0.0
sub-mm,3.808504568333252e-06,0.0
naturalpoint,3.808504568333252e-06,0.0
excit,0.00019467629057457475,0.00015580912455854075
blank,2.5626091389442145e-05,0.00017689733871087852
standardis,3.808504568333252e-06,0.0
fix,0.00047122831978291404,0.0006051901387533701
nash-equilibrium,1.1425513704999755e-05,0.0
ex-or,3.808504568333252e-06,0.0
indefinit,7.393631900120241e-06,0.0
half-pow,3.808504568333252e-06,0.0
root-rc,3.808504568333252e-06,0.0
refer,0.0009444176555247408,0.0009552133212684241
hold,0.0002917493698984586,0.0001438536281560397
head,0.000201899333389649,0.0006482392953620872
write,0.0005807559066851704,0.0019437419468561013
heartmath,7.617009136666504e-06,0.0
fiter,3.808504568333252e-06,0.0
benefit,0.00017613094832452704,0.0001496412173153934
imageb,3.808504568333252e-06,0.0
q-transform,7.393631900120241e-06,0.0
cross,0.0003519245465854343,0.00013981818982603154
continuosli,3.808504568333252e-06,0.0
dftuv,3.808504568333252e-06,0.0
eigenfac,2.532300129995924e-05,0.0
damp,0.00014745066529208743,0.0
multiwavelet,7.617009136666504e-06,0.0
k-means-lik,3.808504568333252e-06,0.0
dark,9.583875696762125e-05,0.0
fist,1.0852714842839674e-05,0.0
excrept,3.808504568333252e-06,0.0
bexc,1.1425513704999755e-05,0.0
scharr,1.8484079750300603e-05,0.0
disadvantg,3.808504568333252e-06,0.0
misclassif,3.808504568333252e-06,0.0
prof,1.3460687912307665e-05,0.00018583870889385387
autoencod,3.808504568333252e-06,0.0
disgust,3.808504568333252e-06,0.0
gaug,2.3986470621585716e-05,0.0
differentian,3.808504568333252e-06,0.0
block-averag,1.1425513704999755e-05,0.0
steady-st,3.0286547802692247e-05,0.0
midpoint,2.804706396805408e-05,0.0
immunohistochemistri,3.808504568333252e-06,0.0
precess,1.4787263800240483e-05,0.0
uncertainli,1.1425513704999755e-05,0.0
over-sampl,1.109044785018036e-05,0.0
signum,2.4892734524911938e-05,0.0
xcode,3.808504568333252e-06,0.0
under-model,3.808504568333252e-06,0.0
pd,2.7413109281812247e-05,0.0
unrecover,3.808504568333252e-06,0.0
calcopticalflowfarneback,3.808504568333252e-06,0.0
splice,3.856471295607436e-05,0.0
pun,7.393631900120241e-06,0.0
slowly-vari,3.808504568333252e-06,0.0
normalis,0.0001102243143514435,0.00016018532439156225
klein-softwar,3.808504568333252e-06,0.0
firewal,3.808504568333252e-06,0.0
less,0.0005857574993183537,0.0006342735440366746
speak,0.0001920416295841609,0.0001472962878118934
model-spars,3.808504568333252e-06,0.0
pre-decim,3.808504568333252e-06,0.0
soft-decis,7.617009136666504e-06,0.0
hundr,7.212203093128474e-05,0.0
sedi,1.7529414980033797e-05,0.0
raspberri,3.97794005034408e-05,0.0
ex,7.525777140655799e-05,0.0
chicken,7.393631900120241e-06,0.0
orign,7.393631900120241e-06,0.0
monir,3.808504568333252e-06,0.0
fcc,3.808504568333252e-06,0.0
grayscal,0.00017857166752752998,0.0
fdatool,5.177129129877073e-05,0.0
everyth,0.00034735316013473106,0.00013604452146826114
hivemind,3.808504568333252e-06,0.0
gaussian-window,3.808504568333252e-06,0.0
reverse-transform,3.808504568333252e-06,0.0
stark,3.808504568333252e-06,0.0
inverse-z-transform,7.393631900120241e-06,0.0
iphon,7.687827416832645e-05,0.0
mega-nerd,7.393631900120241e-06,0.0
surpass,3.808504568333252e-06,0.0
action,6.794981982963659e-05,0.0
parabol,3.394194377733628e-05,0.0
barrel,7.393631900120241e-06,0.0
soundrecod,3.808504568333252e-06,0.0
resepect,3.808504568333252e-06,0.0
reput,3.338918024094595e-05,0.0
time-window,7.393631900120241e-06,0.0
housekeep,1.904252284166626e-05,0.0
york,2.0780525724251477e-05,0.0
good,0.0015564397393841175,0.0009690308571397573
stem,1.7529414980033797e-05,0.0
horizon,1.0852714842839674e-05,0.0
peaq,1.1425513704999755e-05,0.0
ppred,2.6659531978332764e-05,0.0
macktuesday,3.808504568333252e-06,0.0
ghost,1.109044785018036e-05,0.0
push,6.665901950449467e-05,0.0
mahafza,3.808504568333252e-06,0.0
abitrari,3.808504568333252e-06,0.0
org,2.3986470621585716e-05,0.0
flat,0.00031796485205004603,0.0
astronomi,1.808785807139946e-05,0.0
summand,3.808504568333252e-06,0.0
repos,3.808504568333252e-06,0.0
critically-damp,7.617009136666504e-06,0.0
anticip,1.7780524660651383e-05,0.0
screenshoot,3.808504568333252e-06,0.0
mimic,2.3986470621585716e-05,0.0
rodent,1.5234018273333008e-05,0.0
deepli,1.3460687912307665e-05,0.00018583870889385387
perplex,3.617571614279892e-06,0.0001997772602733422
buckley,3.808504568333252e-06,0.0
imposs,0.00016794395516261902,0.0
telemetri,7.617009136666504e-06,0.0
tinnitu,1.904252284166626e-05,0.0
misunderstood,3.1479850700412343e-05,0.0001738447499399152
environ,0.00021941681649958943,0.0
correl,0.001075239292373523,0.0007285786376651313
jason,1.0852714842839674e-05,0.0
rewritten,2.3986470621585716e-05,0.0
vh,1.8484079750300603e-05,0.0
jmathstudio,3.808504568333252e-06,0.0
exchang,0.00010598256247144938,0.0
rosenfeld,7.617009136666504e-06,0.0
mlseequalizer-class,3.808504568333252e-06,0.0
dendrogram,3.808504568333252e-06,0.0
unforun,3.808504568333252e-06,0.0
conferenc,3.808504568333252e-06,0.0
viewpoint,4.9724250629301e-05,0.0
fuzz,3.808504568333252e-06,0.0
cq-transform,3.808504568333252e-06,0.0
newborn,7.393631900120241e-06,0.0
nonvoc,3.808504568333252e-06,0.0
oce,7.617009136666504e-06,0.0
dale,3.808504568333252e-06,0.0
grey-scal,2.1035297976040558e-05,0.0
graythresh,3.808504568333252e-06,0.0
peter,5.2055733756860565e-05,0.0
drag,1.0852714842839674e-05,0.0
specialis,7.393631900120241e-06,0.0
mpower,3.808504568333252e-06,0.0
zeiler,3.808504568333252e-06,0.0
stereo-vis,2.7413109281812247e-05,0.0
buoy,2.5877711650420843e-05,0.0
wx,3.808504568333252e-06,0.0
choke,7.393631900120241e-06,0.0
cleaner,3.365171978076916e-05,0.0
ground-perpendicular,3.808504568333252e-06,0.0
freed,7.393631900120241e-06,0.0
diagnost,7.617009136666504e-06,0.0
south,7.393631900120241e-06,0.0
m-fsk,2.1705429685679347e-05,0.0
fcm,1.0852714842839674e-05,0.0
likelihood,0.00018284354839480228,0.0
tutor,7.393631900120241e-06,0.0
unmodul,3.808504568333252e-06,0.0
suprisingli,3.808504568333252e-06,0.0
inted,3.808504568333252e-06,0.0
credit,9.522717072070667e-06,0.0012270622127237953
sub-dataset,3.808504568333252e-06,0.0
pseudo-cod,3.6728098265040546e-05,0.0
overlight,3.808504568333252e-06,0.0
byteord,3.808504568333252e-06,0.0
todd,3.808504568333252e-06,0.0
nipi,3.808504568333252e-06,0.0
entso-,3.808504568333252e-06,0.0
non-isotrop,3.808504568333252e-06,0.0
undamp,3.808504568333252e-06,0.0
won,3.808504568333252e-06,0.0
agreement,3.394194377733628e-05,0.0
mutual,6.915093434981653e-05,0.0
gather,8.354772127975537e-05,0.00015909829556289248
cancel,0.00030512903104659006,0.00028084144260256527
adjoint,7.617009136666504e-06,0.0
qsimag,3.808504568333252e-06,0.0
rfstudio,3.808504568333252e-06,0.0
savitzky-golay,5.342268838551352e-05,0.0
veld,3.808504568333252e-06,0.0
did,3.808504568333252e-06,0.0
upsid,2.1035297976040558e-05,0.0
ambiti,3.808504568333252e-06,0.0
ect,3.808504568333252e-06,0.0
pronunci,2.804706396805408e-05,0.0
deal,0.0004259224504697316,0.0002542832276734469
uncontamin,7.617009136666504e-06,0.0
desk,3.808504568333252e-06,0.0
valley,2.4892734524911938e-05,0.0
threshold,0.0010344304561722719,0.0
patent-fre,7.617009136666504e-06,0.0
sensibl,2.7413109281812247e-05,0.0
iupui,3.808504568333252e-06,0.0
repitit,3.808504568333252e-06,0.0
delta-funct,3.808504568333252e-06,0.0
bof,7.393631900120241e-06,0.0
formual,3.808504568333252e-06,0.0
minimalläng,1.1425513704999755e-05,0.0
tome,3.808504568333252e-06,0.0
bum,3.808504568333252e-06,0.0
sayin,3.808504568333252e-06,0.0
muscular,3.808504568333252e-06,0.0
wita,3.808504568333252e-06,0.0
containin,3.808504568333252e-06,0.0
loos,4.554876703725299e-05,0.0
reffer,3.808504568333252e-06,0.0
delta-squar,3.808504568333252e-06,0.0
usuali,3.808504568333252e-06,0.0
perid,3.808504568333252e-06,0.0
average-histogram-object,3.808504568333252e-06,0.0
robust,0.0002606698353847402,0.0
outrag,7.393631900120241e-06,0.0
input,0.00250777687300011,0.0007693878142010939
environment,2.77073676323353e-05,0.0
phase-modul,7.617009136666504e-06,0.0
esprit,1.4787263800240483e-05,0.0
not-smooth,3.808504568333252e-06,0.0
sub-sampl,3.5561049321302766e-05,0.0
footprint,3.808504568333252e-06,0.0
mis-classifi,3.808504568333252e-06,0.0
pi,0.00015365128328838923,0.0
euclidian,3.054774939960266e-05,0.0
tuft,3.808504568333252e-06,0.0
jade,3.808504568333252e-06,0.0
image-process,0.000940556586518156,0.0
sinad,3.6968159500601206e-05,0.0
tibial,1.1425513704999755e-05,0.0
sheer,1.0852714842839674e-05,0.0
trev,3.808504568333252e-06,0.0
higher-ord,1.7780524660651383e-05,0.0
toou,3.808504568333252e-06,0.0
insignific,1.0852714842839674e-05,0.0
gate,2.133662959278166e-05,0.0
hassanieh,3.808504568333252e-06,0.0
transit,0.0003922947700289573,0.0
unit,0.0006417110913794154,0.0014854226105168798
cabinet,3.808504568333252e-06,0.0
equival,0.0004384314227125604,0.0001345110873418115
salt,5.047757967115374e-05,0.0
utmost,3.808504568333252e-06,0.0
nowday,3.808504568333252e-06,0.0
svm,0.00013028268462939195,0.0
truck,7.393631900120241e-06,0.0
colleg,3.365171978076916e-05,0.0
thefunct,3.808504568333252e-06,0.0
mdft,7.617009136666504e-06,0.0
borderlin,3.808504568333252e-06,0.0
pain,1.7529414980033797e-05,0.0
fb,3.155294696406084e-05,0.0
precipit,3.808504568333252e-06,0.0
distil,3.808504568333252e-06,0.0
ecp,3.808504568333252e-06,0.0
if,1.32598001678136e-05,0.00036613049190805183
minumum,3.808504568333252e-06,0.0
minutia,1.904252284166626e-05,0.0
perhap,0.00030150847192033606,0.0008445928274770212
fiddli,3.808504568333252e-06,0.0
egyptian,3.808504568333252e-06,0.0
foreign,7.617009136666504e-06,0.0
uwa,3.808504568333252e-06,0.0
bi-linear,7.393631900120241e-06,0.0
edit-dist,3.808504568333252e-06,0.0
high-frequency-respons,3.808504568333252e-06,0.0
requir,0.0007670654747630973,0.0008991621235988786
ec,7.617009136666504e-06,0.0
tghe,3.808504568333252e-06,0.0
roll-off,9.335117885817695e-05,0.0
contributor,3.808504568333252e-06,0.0
line-bas,3.808504568333252e-06,0.0
technic,0.00015807983682764948,0.0
misreport,3.808504568333252e-06,0.0
shortlist,1.109044785018036e-05,0.0
qualit,3.6728098265040546e-05,0.0
kostic,3.808504568333252e-06,0.0
band-limit,0.00014028819964017242,0.0
epipolar,1.808785807139946e-05,0.0
search,0.0005721651984363176,0.00012949724466390736
r-rang,3.808504568333252e-06,0.0
bg,3.808504568333252e-06,0.0
doucet,3.808504568333252e-06,0.0
vlsi,2.532300129995924e-05,0.0
baird,3.808504568333252e-06,0.0
misspel,3.808504568333252e-06,0.0
mulipli,7.393631900120241e-06,0.0
ocr-specif,3.808504568333252e-06,0.0
sc-fde-alik,3.808504568333252e-06,0.0
cpu,0.00010703149238140197,0.0
diffrenc,7.393631900120241e-06,0.0
slant,3.808504568333252e-06,0.0
btcsmooth,3.808504568333252e-06,0.0
keyword,3.7223624179826266e-05,0.0001713035347325232
pathologist,3.808504568333252e-06,0.0
heard,0.0001946542295524938,0.00014526501748237189
onboard,3.808504568333252e-06,0.0
bullet-list,3.808504568333252e-06,0.0
overflow,6.376736347280565e-05,0.0
sgram,3.808504568333252e-06,0.0
computeraudiophil,3.808504568333252e-06,0.0
paragraph,8.442003610036602e-05,0.00016075942765635435
fluorosc,3.808504568333252e-06,0.0
darker,6.0861967049925095e-05,0.0
timpani,3.808504568333252e-06,0.0
numsampl,7.617009136666504e-06,0.0
oven,7.393631900120241e-06,0.0
obvious,0.0003029695638780554,0.0001382746434004729
shot,9.616102913121784e-05,0.0
zero-memori,3.808504568333252e-06,0.0
tannenbaum,3.808504568333252e-06,0.0
airi,1.904252284166626e-05,0.0
unpad,1.5234018273333008e-05,0.0
brew,3.808504568333252e-06,0.0
didnt,7.393631900120241e-06,0.0
lustig,3.808504568333252e-06,0.0
wrong,0.000913559828153717,0.0014889919430700926
window,0.002726202420337625,0.00011510104609568392
inver,3.808504568333252e-06,0.0
pixel-specif,3.808504568333252e-06,0.0
lazebnik,3.808504568333252e-06,0.0
filling-in,3.808504568333252e-06,0.0
fusion-overview,3.808504568333252e-06,0.0
tie,2.7413109281812247e-05,0.0
electromagnet,1.7529414980033797e-05,0.0
de-multipl,3.808504568333252e-06,0.0
thresh,3.808504568333252e-06,0.0
spectacularli,3.808504568333252e-06,0.0
long,0.00048013076368577304,0.000578925889151009
wieght,3.808504568333252e-06,0.0
mr,5.384275164923066e-05,0.0
canon,6.50696671960757e-05,0.0
pfb,1.904252284166626e-05,0.0
immunofluoresc,3.808504568333252e-06,0.0
simultan,9.215666580755463e-05,0.0
lock,0.00012018064679147248,0.0
single-frequ,7.617009136666504e-06,0.0
overdr,7.393631900120241e-06,0.0
three,0.0004935099077391673,0.0007048359664573586
april,7.393631900120241e-06,0.0
region-bas,3.808504568333252e-06,0.0
strain,6.510613454430409e-05,0.0
remedi,1.4224419728521107e-05,0.0
overshot,7.617009136666504e-06,0.0
palm,4.908236194409464e-05,0.0
harri,0.00015572942748009355,0.0
strongli,3.951481962846659e-05,0.0
r-tree,3.808504568333252e-06,0.0
ddelta,3.808504568333252e-06,0.0
disagr,1.0852714842839674e-05,0.0
quantitavi,3.808504568333252e-06,0.0
allud,3.808504568333252e-06,0.0
chromin,2.133662959278166e-05,0.0
shannon-nyquist,3.808504568333252e-06,0.0
tension,7.01176599201352e-06,0.00019360935303019478
schoffelen,3.808504568333252e-06,0.0
naïv,7.393631900120241e-06,0.0
abit,3.808504568333252e-06,0.0
weigth,3.808504568333252e-06,0.0
icreatefromlibrari,3.808504568333252e-06,0.0
pwm,6.0573095605384494e-05,0.0
expression,3.808504568333252e-06,0.0
clue,0.00010157023856064771,0.00015580912455854075
over,5.788114582847827e-05,0.0
composit,0.0001174797666054712,0.0
mysteri,1.4224419728521107e-05,0.0
upload,9.423384067903644e-05,0.00016262444571916196
super-popular,3.808504568333252e-06,0.0
du,1.1425513704999755e-05,0.0
littel,3.808504568333252e-06,0.0
fft-convolut,3.808504568333252e-06,0.0
stft-base,7.617009136666504e-06,0.0
furnac,7.617009136666504e-06,0.0
paley-wien,3.808504568333252e-06,0.0
voltag,0.0002584097634868194,0.00015021532058018543
and,1.7529414980033797e-05,0.0
easiest,4.314177064309268e-05,0.00017017620937435706
equalizehist,3.808504568333252e-06,0.0
roomeq,1.109044785018036e-05,0.0
positbl,3.808504568333252e-06,0.0
specialist,1.0852714842839674e-05,0.0
reaction,4.340593431322974e-05,0.0
invest,1.7529414980033797e-05,0.0
non-rigid,2.1705429685679347e-05,0.0
tempor,0.00013701477384539147,0.0
clcm,7.617009136666504e-06,0.0
quasiperiod,7.393631900120241e-06,0.0
wifi,6.010052443370272e-05,0.0
shiftpix,3.808504568333252e-06,0.0
thepictur,3.808504568333252e-06,0.0
socket,7.393631900120241e-06,0.0
ekf,8.18121999997138e-05,0.0
anti-imag,3.808504568333252e-06,0.0
instabl,3.394194377733628e-05,0.0
construct,0.0003172063336004326,0.0005114582520600083
intuit,0.00034291317467078405,0.0010084837193231402
pertain,3.64644504614874e-05,0.0
false-posit,2.8940572914239135e-05,0.0
broken,4.9087319999828284e-05,0.0
newbish,3.808504568333252e-06,0.0
rememb,0.00011019399813315518,0.0002968472263401191
ghm,3.808504568333252e-06,0.0
peform,3.808504568333252e-06,0.0
overkil,3.338918024094595e-05,0.0
binquad,3.808504568333252e-06,0.0
comma,3.617571614279892e-06,0.0001997772602733422
nearli,0.0001253507101918658,0.00015383076534667474
profici,3.808504568333252e-06,0.0
datacent,3.808504568333252e-06,0.0
non-coher,1.808785807139946e-05,0.0
entail,1.7780524660651383e-05,0.0
frequency-domain-sampl,3.808504568333252e-06,0.0
coral,1.904252284166626e-05,0.0
blob,0.0002891844551727748,0.0
tikz,7.393631900120241e-06,0.0
follow-up,2.0780525724251477e-05,0.0
overton,2.77073676323353e-05,0.0
cosinu,1.109044785018036e-05,0.0
though,0.00045320421359091646,0.0006920131882222463
instruct,6.581162831503964e-05,0.0004542987741765579
per-fram,3.808504568333252e-06,0.0
foscam,7.617009136666504e-06,0.0
time-vari,0.00012634375688334285,0.0
markovian,3.808504568333252e-06,0.0
kbp,3.808504568333252e-06,0.0
postgradu,3.808504568333252e-06,0.0
smooth,0.001196587659857366,0.0
wisdom,3.808504568333252e-06,0.0
hessian-bas,3.808504568333252e-06,0.0
wobbl,2.804706396805408e-05,0.0
re-synthesis,3.808504568333252e-06,0.0
consequ,8.093741857269127e-05,0.0001596321022981882
taylor,8.0120431194315e-05,0.00017017620937435706
pitch-class,3.808504568333252e-06,0.0
radii,1.0852714842839674e-05,0.0
fmg,3.808504568333252e-06,0.0
luck,5.994870439173844e-05,0.00016553076479595809
systol,1.1425513704999755e-05,0.0
karhunen,3.808504568333252e-06,0.0
same-length,3.808504568333252e-06,0.0
clamp,1.4470286457119568e-05,0.0
thought,0.0006986469937051609,0.0013061673940746455
procces,3.808504568333252e-06,0.0
duli,3.808504568333252e-06,0.0
earphon,3.808504568333252e-06,0.0
peer,3.808504568333252e-06,0.0
yule-walk,3.1170788586377216e-05,0.0
challeng,7.150248580907164e-05,0.0005849870920482959
uncod,1.4787263800240483e-05,0.0
cut-slop,3.808504568333252e-06,0.0
half-a-parabola,3.808504568333252e-06,0.0
slip,7.393631900120241e-06,0.0
period,0.0012590704469570483,0.0037816654067170013
diaper,3.808504568333252e-06,0.0
simpliest,3.808504568333252e-06,0.0
mediafir,3.808504568333252e-06,0.0
sligthli,3.808504568333252e-06,0.0
semi-definit,3.808504568333252e-06,0.0
cmi,3.808504568333252e-06,0.0
um,3.808504568333252e-06,0.0
dsss,3.1170788586377216e-05,0.0
bough,3.808504568333252e-06,0.0
php,4.939352453558323e-05,0.0
deactiv,3.808504568333252e-06,0.0
overheard,3.808504568333252e-06,0.0
expect,0.0009728379230399248,0.00042219357177418357
legit,3.808504568333252e-06,0.0
left-sid,1.0852714842839674e-05,0.0
bike,2.454118097204732e-05,0.0
thay,7.393631900120241e-06,0.0
pat,3.808504568333252e-06,0.0
deseason,3.808504568333252e-06,0.0
workabl,3.808504568333252e-06,0.0
wait,8.054926388919528e-05,0.0001647504947415161
esl,3.808504568333252e-06,0.0
rule-of-thumb,1.0852714842839674e-05,0.0
pseudo,8.18476118210721e-05,0.0
coif,3.808504568333252e-06,0.0
plant,5.676160640960811e-05,0.0
ks,1.0517648988020279e-05,0.00019360935303019478
minimum-s,3.808504568333252e-06,0.0
unneccessari,3.808504568333252e-06,0.0
foldback,3.808504568333252e-06,0.0
webapp,3.808504568333252e-06,0.0
rectif,3.155294696406084e-05,0.0
architectur,4.6100622899877683e-05,0.0
