word,StackTrain,MoocDsp
yoda,3.823605139725571e-06,0.0
neatli,7.422947360914123e-06,0.0
elli,7.647210279451142e-06,0.0
unadjust,7.647210279451142e-06,0.0
acadm,3.823605139725571e-06,0.0
mandril,3.823605139725571e-06,0.0
dcraw,3.823605139725571e-06,0.0
video-process,5.028235054856837e-05,0.0
cross-spectr,1.1470815419176714e-05,0.0
hyper-spectr,1.5294420558902285e-05,0.0
temporarili,7.422947360914123e-06,0.0
appendix,1.9712779720134386e-05,0.00018069125930077562
magnif,2.1421228493125967e-05,0.0
logpolar,1.1134421041371183e-05,0.0
engin,0.00030782351548419465,0.001923798791889823
vessel,5.4056236049905526e-05,0.0
xor,3.570204748854328e-05,0.0
datatyp,7.647210279451142e-06,0.0
log-log,7.422947360914123e-06,0.0
unsolv,1.0895745431971016e-05,0.0
waaaaaay,3.823605139725571e-06,0.0
infrar,2.0862919694545782e-05,0.0
censu,7.647210279451142e-06,0.0
vice-versa,2.1118702108330974e-05,0.0
bbb,3.823605139725571e-06,0.0
i-fft,1.855736840228531e-05,0.0
internship,7.422947360914123e-06,0.0
pseudo-invers,3.823605139725571e-06,0.0
wieght,3.823605139725571e-06,0.0
obvious,0.0003183413694030001,0.00013785733711181515
companion,7.422947360914123e-06,0.0
weird,0.00012849715862540384,0.0
overmodul,7.647210279451142e-06,0.0
more-or-less,1.0895745431971016e-05,0.0
merit,2.822763323926227e-05,0.00034498680006880063
template-bas,3.823605139725571e-06,0.0
infit,3.823605139725571e-06,0.0
autoregressive-model,2.7817226259394377e-05,0.0
work,0.002344477460373483,0.0017367952581276147
lux,7.647210279451142e-06,0.0
demean,3.823605139725571e-06,0.0
nk,7.647210279451142e-06,0.0
matlab-bas,3.823605139725571e-06,0.0
object-pixel,3.823605139725571e-06,0.0
enlarg,2.5988281220158985e-05,0.00017866031556943246
compromis,2.0862919694545782e-05,0.0
dull,7.422947360914123e-06,0.0
cfar,3.823605139725571e-06,0.0
ﬁeld,3.823605139725571e-06,0.0
contour-lik,3.823605139725571e-06,0.0
formler,3.823605139725571e-06,0.0
debauchi,3.823605139725571e-06,0.0
sub-figur,7.647210279451142e-06,0.0
telecommun,2.8943660067462775e-05,0.0001768688962393163
fiddl,1.759891842360914e-05,0.0
hiss,1.0895745431971016e-05,0.0
javascript,3.352156703237891e-05,0.0
engag,3.6319151439903385e-06,0.00019974513904932883
bend,3.784247663080616e-05,0.0
latitud,3.823605139725571e-06,0.0
dmeyer,3.823605139725571e-06,0.0
mutual,6.656187377973193e-05,0.0
stepwis,3.823605139725571e-06,0.0
bcg,2.6765235978079e-05,0.0
resourc,0.00035202020747379783,0.0
cube,3.6319151439903385e-05,0.0
excus,6.636980085755582e-05,0.0
semi-empir,3.823605139725571e-06,0.0
ornament,3.823605139725571e-06,0.0
unprocess,7.422947360914123e-06,0.0
notabl,3.823605139725571e-06,0.0
build,0.00037221642210481364,0.00013556859932523297
man-mad,7.422947360914123e-06,0.0
presid,3.823605139725571e-06,0.0
impress,5.170831041365766e-05,0.0
reasonablli,3.823605139725571e-06,0.0
u-dispar,3.823605139725571e-06,0.0
dice,1.4280818995417312e-05,0.0
account,0.0002189492936771016,0.0008514260234082758
abit,7.422947360914123e-06,0.0
diaper,3.823605139725571e-06,0.0
long,0.0005101730489688197,0.0005773268676164648
workingbuff,3.823605139725571e-06,0.0
binaris,3.823605139725571e-06,0.0
unpair,3.823605139725571e-06,0.0
pushup,3.823605139725571e-06,0.0
uci,7.422947360914123e-06,0.0
farneback,3.823605139725571e-06,0.0
spill,1.1470815419176714e-05,0.0
key,0.0002497691768020496,0.0002803388507143802
senseless,3.823605139725571e-06,0.0
file,0.0018319576485869183,0.0002236460129390222
conv,4.02258804388547e-05,0.0
hand-drawn,1.1470815419176714e-05,0.0
recognt,3.823605139725571e-06,0.0
wide-sens,1.759891842360914e-05,0.0
rule,0.0001676468200794646,0.00042554328747753637
gigant,3.823605139725571e-06,0.0
permut,2.7817226259394377e-05,0.0
api,8.923109320674815e-05,0.0
interturn,3.823605139725571e-06,0.0
hand-craft,3.823605139725571e-06,0.0
thresold,3.823605139725571e-06,0.0
speech,0.0008011705017673996,0.00039341186529997884
playtim,3.823605139725571e-06,0.0
bug,7.58512009800638e-05,0.0
panthyon,3.823605139725571e-06,0.0
ellipsoid,1.855736840228531e-05,0.0
overclock,3.823605139725571e-06,0.0
x-posit,3.823605139725571e-06,0.0
jacqu,3.823605139725571e-06,0.0
dushyant,3.823605139725571e-06,0.0
follwo,7.422947360914123e-06,0.0
pre-requisit,7.422947360914123e-06,0.0
must,0.0006284164393778234,0.0008429546429090182
ocular,7.647210279451142e-06,0.0
drink,3.823605139725571e-06,0.0
mongi,3.823605139725571e-06,0.0
event-rel,7.422947360914123e-06,0.0
angiographi,3.823605139725571e-06,0.0
re-identif,3.823605139725571e-06,0.0
big-o,3.823605139725571e-06,0.0
fetchnext,1.1470815419176714e-05,0.0
hat,3.440225148255106e-05,0.0
pz,1.4845894721828245e-05,0.0
clean-look,3.823605139725571e-06,0.0
dbm,6.474539228361305e-05,0.0
sparsifi,7.422947360914123e-06,0.0
transmitt,0.0003408447480099106,0.0
repeat,0.000368832806465758,0.0003827314931116632
taxi,3.823605139725571e-06,0.0
unfortuan,3.823605139725571e-06,0.0
transmission-paus,3.823605139725571e-06,0.0
superpossit,3.823605139725571e-06,0.0
abe,7.647210279451142e-06,0.0
tractabl,1.8159575719951693e-05,0.0
dejavu,3.823605139725571e-06,0.0
inverse-fourier-transform,7.422947360914123e-06,0.0
three,0.00046942067848359544,0.0007138291180949977
choru,2.4991433241980294e-05,0.0
milisec,3.823605139725571e-06,0.0
step,0.0013763190102429018,0.0015616415095984994
horowitz,3.823605139725571e-06,0.0
blt,3.823605139725571e-06,0.0
minimis,4.054217703742914e-05,0.0
hoe,3.823605139725571e-06,0.0
reed-solomon,1.4280818995417312e-05,0.0
scanim,3.823605139725571e-06,0.0
zölzer,7.422947360914123e-06,0.0
spotti,7.647210279451142e-06,0.0
impelemt,3.823605139725571e-06,0.0
infra,3.823605139725571e-06,0.0
wherebi,3.0406632778071857e-05,0.0
non-target,3.823605139725571e-06,0.0
weirdnam,3.823605139725571e-06,0.0
ding,3.823605139725571e-06,0.0
nonhorizont,3.823605139725571e-06,0.0
maltab,1.0895745431971016e-05,0.0
tall,1.759891842360914e-05,0.0
ee,3.186824757383863e-05,0.00017526641704247278
sedi,2.0862919694545782e-05,0.0
calcopticalflowpyrlk,3.823605139725571e-06,0.0
direct-fe,7.647210279451142e-06,0.0
auocorrel,3.823605139725571e-06,0.0
dlam,3.823605139725571e-06,0.0
vast,7.422947360914123e-06,0.0
translated--th,3.823605139725571e-06,0.0
prefect,3.823605139725571e-06,0.0
delin,1.0895745431971016e-05,0.0
etf,1.4845894721828245e-05,0.0
determinist,0.00014408438749500817,0.0
startup,7.422947360914123e-06,0.0
runlength,3.823605139725571e-06,0.0
visit,3.823605139725571e-06,0.0
wolfram,1.785102374427164e-05,0.0
retin,7.422947360914123e-06,0.0
dust,1.4527660575961354e-05,0.0
scoff,3.823605139725571e-06,0.0
discount,3.823605139725571e-06,0.0
hav,3.823605139725571e-06,0.0
shortest,4.02258804388547e-05,0.0
extremum,1.1134421041371183e-05,0.0
william,1.0895745431971016e-05,0.0
bother,7.213728494478136e-05,0.0
fantasi,3.823605139725571e-06,0.0
band-shift,3.823605139725571e-06,0.0
multidelay,7.422947360914123e-06,0.0
determ,3.823605139725571e-06,0.0
finit,0.0002641289333719049,0.0006207841876978772
routin,9.900074531052262e-05,0.0
column,0.00047655495664780944,0.0006861043205762841
long-enough,3.823605139725571e-06,0.0
pmin,3.823605139725571e-06,0.0
dfii,3.823605139725571e-06,0.0
cycl,0.00044311073114590004,0.0002817323296291116
clahe,1.1134421041371183e-05,0.0
hourglass,3.823605139725571e-06,0.0
pywavelet,5.111478338179979e-05,0.0
impos,8.121337881299682e-05,0.0
sub,0.00011140916484745774,0.0003142149420088538
oldenbourg,3.823605139725571e-06,0.0
imped,1.4527660575961354e-05,0.0
thefour,3.823605139725571e-06,0.0
cascadeobjectdetector,3.823605139725571e-06,0.0
gcc,2.1421228493125967e-05,0.0
micromet,1.0895745431971016e-05,0.0
hsv,0.000120097734885101,0.0
arlab,3.823605139725571e-06,0.0
μs,3.823605139725571e-06,0.0
domin,0.0001982322682980057,0.0002869004833787113
clash,3.823605139725571e-06,0.0
pim,3.823605139725571e-06,0.0
deconvolut,0.0003534569937696209,0.0
bci-wheel,3.823605139725571e-06,0.0
markov,0.00011522791103965492,0.0
zero-pad,0.0004069054527796102,0.00014253922179529042
unalt,7.647210279451142e-06,0.0
uhz-rot,7.647210279451142e-06,0.0
whistl,2.46384857930528e-05,0.0
nave,3.823605139725571e-06,0.0
chart,8.285744369198042e-05,0.0
ghost,7.647210279451142e-06,0.0
self-similar,1.855736840228531e-05,0.0
sg-lddmm,3.823605139725571e-06,0.0
backgroundsubtractormog,3.823605139725571e-06,0.0
perhap,0.00030678802024637067,0.0008376408528969454
cabinet,3.823605139725571e-06,0.0
sybmol,3.823605139725571e-06,0.0
under-damp,1.1470815419176714e-05,0.0
dilip,3.096202633429595e-05,0.0
beep,8.600562870637765e-05,0.0
widow,7.422947360914123e-06,0.0
voss,1.4845894721828245e-05,0.0
sub-matrix,3.823605139725571e-06,0.0
spillov,7.647210279451142e-06,0.0
logo,1.855736840228531e-05,0.0
sig,7.422947360914123e-06,0.0
ratio-of-polynomi,3.823605139725571e-06,0.0
obfusc,7.422947360914123e-06,0.0
lowshelf,3.823605139725571e-06,0.0
instant,9.031376811216196e-05,0.0
henc,0.0003282224870740301,0.0002616132688594359
repetit,7.957986337971595e-05,0.0010212227958966479
suffici,0.00017994568750762517,0.00040670579797569896
chi,7.422947360914123e-06,0.0
africa,3.823605139725571e-06,0.0
relianc,3.823605139725571e-06,0.0
mother,3.7163662284310045e-05,0.0
fbp,7.647210279451142e-06,0.0
periodogram,0.00017585964795743364,0.0
distinct,0.00013777619903583696,0.0
iamg,3.823605139725571e-06,0.0
ellipt,6.110328236464364e-05,0.0
sinewav,8.217213439506911e-05,0.0
tf-domain,7.647210279451142e-06,0.0
autoencod,3.823605139725571e-06,0.0
expon,6.303341354308696e-05,0.00047272647626860835
chroma,3.1678053162496456e-05,0.0
expert,0.00012774598893748086,0.00015273197479951088
laguna,3.823605139725571e-06,0.0
finali,3.823605139725571e-06,0.0
text-book,3.823605139725571e-06,0.0
ser,2.8561637990834624e-05,0.0
clean,0.00019580390502979637,0.00014751596170469827
sasikala,3.823605139725571e-06,0.0
excercis,1.0895745431971016e-05,0.0
cmusphinx,7.422947360914123e-06,0.0
aerial,2.815826947777463e-05,0.0
right-click,3.823605139725571e-06,0.0
meta,1.4280818995417312e-05,0.0
conic,3.823605139725571e-06,0.0
recevi,3.823605139725571e-06,0.0
third-parti,3.823605139725571e-06,0.0
discrete-tim,0.00021300925420836002,0.0004505735045456385
non-separ,1.1134421041371183e-05,0.0
cepstrum,0.0001814069045888058,0.0
conclus,0.00012097088935931416,0.0
imperfect,2.7521801186040847e-05,0.0
lib,2.1421228493125967e-05,0.0
sclera,7.647210279451142e-06,0.0
indentif,3.823605139725571e-06,0.0
coincid,4.958936792507777e-05,0.0
programm,7.841009233128409e-05,0.0
seamless,2.5423406007932366e-05,0.0
rangl,7.647210279451142e-06,0.0
cell-averag,3.823605139725571e-06,0.0
aim,0.0001630798833840033,0.0
backward-forward,3.823605139725571e-06,0.0
kanad,3.823605139725571e-06,0.0
contradictori,3.823605139725571e-06,0.0
smoothed-vers,3.823605139725571e-06,0.0
seewav,3.823605139725571e-06,0.0
mistaken,4.872802728779809e-05,0.0
photobucket,3.823605139725571e-06,0.0
unforun,3.823605139725571e-06,0.0
z-space,7.422947360914123e-06,0.0
fundement,3.823605139725571e-06,0.0
hx,3.823605139725571e-06,0.0
reappear,3.823605139725571e-06,0.0
better,0.0011693485116880742,0.0007588305141756345
wfm,7.647210279451142e-06,0.0
stolen,3.823605139725571e-06,0.0
hough-transform,0.00018569835522221504,0.0
landmark,0.00010317090435858448,0.0
van,2.0862919694545782e-05,0.0
unclear,6.925981839471583e-05,0.0
gramophon,3.823605139725571e-06,0.0
eurasipjourn,3.823605139725571e-06,0.0
iron,1.785102374427164e-05,0.0
photograpi,3.823605139725571e-06,0.0
graylevel,1.4845894721828245e-05,0.0
support,0.0002089906637684206,0.0006385499957311188
redbook,3.823605139725571e-06,0.0
function,0.002700327369410613,0.0029442986950725136
disceret,3.823605139725571e-06,0.0
rgb,0.000276691192868004,0.0
cosin,0.0005857830009541515,0.0008020685703057461
polyu,3.823605139725571e-06,0.0
absolut,0.0003290114587515074,0.000399147943657009
prolem,3.823605139725571e-06,0.0
fare,3.823605139725571e-06,0.0
quasi-sinusoid,7.647210279451142e-06,0.0
birdsound,3.823605139725571e-06,0.0
supercollid,7.422947360914123e-06,0.0
ece,1.759891842360914e-05,0.0
pandpass,3.823605139725571e-06,0.0
midway,7.647210279451142e-06,0.0
dynam,0.0003957976892348544,0.0
a-two-r,3.823605139725571e-06,0.0
gimpoperationdodgemod,3.823605139725571e-06,0.0
thin-plat,3.823605139725571e-06,0.0
sedan,7.647210279451142e-06,0.0
steerabledetector,3.823605139725571e-06,0.0
taal,3.823605139725571e-06,0.0
data-bas,1.1470815419176714e-05,0.0
init,3.823605139725571e-06,0.0
insignificantli,3.823605139725571e-06,0.0
rational,3.3785147531190954e-05,0.0
main-lobe-width,3.823605139725571e-06,0.0
bag-of-word,7.647210279451142e-06,0.0
localrm,3.823605139725571e-06,0.0
badli,2.815826947777463e-05,0.0
peak-amplitud,3.823605139725571e-06,0.0
second-ord,7.933329568551386e-05,0.0
legwork,3.823605139725571e-06,0.0
pratt,3.823605139725571e-06,0.0
uhlenbeck,1.1134421041371183e-05,0.0
pocket,7.647210279451142e-06,0.0
coz,7.647210279451142e-06,0.0
inria,7.422947360914123e-06,0.0
photon,7.094880981550099e-05,0.0
smaller,0.00040066372238123165,0.0
tessel,3.823605139725571e-06,0.0
bead,7.422947360914123e-06,0.0
undo,4.392069179054824e-05,0.0
interior,3.823605139725571e-06,0.0
user-defin,7.422947360914123e-06,0.0
applicapl,3.823605139725571e-06,0.0
prove,0.0002664344386964866,0.0008619497831770665
libsvm,2.9055321151922708e-05,0.0
functin,3.823605139725571e-06,0.0
multitap,3.129437954181867e-05,0.0
gradient-sensit,3.823605139725571e-06,0.0
jssrc,3.823605139725571e-06,0.0
arithmet,0.00012586786570527292,0.00030097301454019425
colorblind,3.823605139725571e-06,0.0
nearbi,3.7163662284310045e-05,0.0
unibo,3.823605139725571e-06,0.0
cy,1.9118025698627856e-05,0.0
belief,1.4527660575961354e-05,0.0
barren,3.823605139725571e-06,0.0
fell,7.422947360914123e-06,0.0
stego,3.823605139725571e-06,0.0
contourlet,1.9118025698627856e-05,0.0
breakdown,1.4280818995417312e-05,0.0
web-pag,3.823605139725571e-06,0.0
smooth-out,3.823605139725571e-06,0.0
zhang,1.0895745431971016e-05,0.0
complex-fft,3.823605139725571e-06,0.0
pre-develop,3.823605139725571e-06,0.0
cancel,0.0002273735110666578,0.00028746907881713695
quicker,3.823605139725571e-06,0.0
size,0.0017329800845801242,0.00011651471957667975
time,0.0030808067579302244,0.003113673347105388
gilbert,1.4845894721828245e-05,0.0
particl,0.00021954825852759546,0.0
syllabl,1.4845894721828245e-05,0.0
reject,9.059991397624297e-05,0.00016073357992182766
vowel-sound,3.823605139725571e-06,0.0
yx,3.823605139725571e-06,0.0
tune,0.00018799370101928712,0.0001566534228051293
cvblobslib,3.823605139725571e-06,0.0
num,4.520299267151586e-05,0.0
perticular,3.823605139725571e-06,0.0
ebu,7.647210279451142e-06,0.0
delt,7.647210279451142e-06,0.0
chernoff,7.647210279451142e-06,0.0
pearson,4.816315207557148e-05,0.0
ml,7.885111888053754e-05,0.0
mock,7.422947360914123e-06,0.0
geometrik,3.823605139725571e-06,0.0
destroy,3.9937124267839156e-05,0.0
sender,2.4991433241980294e-05,0.0
consend,3.823605139725571e-06,0.0
convey,2.9236816372678855e-05,0.0003573206311388649
r-rotat,3.823605139725571e-06,0.0
ucsb,7.422947360914123e-06,0.0
emb,2.815826947777463e-05,0.0
metasynth,3.823605139725571e-06,0.0
fifth-ord,3.823605139725571e-06,0.0
boron,3.823605139725571e-06,0.0
decim,0.00046272192152791293,0.0007412157361241296
rcosin,3.823605139725571e-06,0.0
principl,0.0002403128679054916,0.0
high-school,3.823605139725571e-06,0.0
pole,0.0006080497765273593,0.0009945288049541129
absolutli,3.823605139725571e-06,0.0
scatter,6.532766587701173e-05,0.0
finite-vari,3.823605139725571e-06,0.0
ho,1.1470815419176714e-05,0.0
chicken,7.422947360914123e-06,0.0
compressive-sens,7.07511690537979e-05,0.0
half-spectrum,3.823605139725571e-06,0.0
gear,5.279675527082743e-05,0.0
implment,3.823605139725571e-06,0.0
robert,4.02258804388547e-05,0.0
remote-control,3.823605139725571e-06,0.0
loess,7.422947360914123e-06,0.0
auto-focu,7.422947360914123e-06,0.0
lp-filter,3.823605139725571e-06,0.0
ry,7.647210279451142e-06,0.0
system-identif,0.00015000548938789692,0.0
disambigu,3.823605139725571e-06,0.0
raanan,3.823605139725571e-06,0.0
unexpect,6.081918864197927e-05,0.0
shibatch,3.823605139725571e-06,0.0
halftranspar,3.823605139725571e-06,0.0
mip,1.1134421041371183e-05,0.0
close-up,7.422947360914123e-06,0.0
unimport,1.4280818995417312e-05,0.0
half-width,1.1470815419176714e-05,0.0
xiph,3.823605139725571e-06,0.0
monoton,4.992140533479895e-05,0.0
telescop,3.2131842739688954e-05,0.0
gu,3.823605139725571e-06,0.0
system-evolut,3.823605139725571e-06,0.0
henceforth,3.823605139725571e-06,0.0
deliv,4.0891826705439835e-05,0.0
uniformly-quant,7.647210279451142e-06,0.0
firstli,4.890952250855424e-05,0.00016811790382948428
path-loss,3.823605139725571e-06,0.0
mfc,2.4991433241980294e-05,0.0
fashion,7.2407991958112e-05,0.0
cp-ofdm,3.823605139725571e-06,0.0
normails,3.823605139725571e-06,0.0
immun,1.785102374427164e-05,0.0
core,3.967149434006222e-05,0.0
multi-level,3.823605139725571e-06,0.0
paricl,3.823605139725571e-06,0.0
imit,1.0895745431971016e-05,0.0
superb,1.0895745431971016e-05,0.0
mysql,3.823605139725571e-06,0.0
cytosin,3.823605139725571e-06,0.0
machin,0.0002153239872852693,0.00014990145494360061
westfeld,3.823605139725571e-06,0.0
codebas,3.823605139725571e-06,0.0
multir,5.657759271277214e-05,0.0
bizarr,3.823605139725571e-06,0.0
duh,3.823605139725571e-06,0.0
app,0.0001922012911311467,0.0
skill,4.6593311645812346e-05,0.0
progress,6.827219686165385e-05,0.0004505735045456385
enough,0.0005918278215831199,0.0006382131191291483
zplane,7.422947360914123e-06,0.0
cite,4.02258804388547e-05,0.0
movig,3.823605139725571e-06,0.0
android,0.00014818933946515983,0.0
verifi,0.000162329908667175,0.00014879482262612013
mistun,3.823605139725571e-06,0.0
rougli,3.823605139725571e-06,0.0
filter-bank,0.00024441123689383884,0.0
sheet,7.030743860604671e-05,0.00016811790382948428
hors,1.0895745431971016e-05,0.0
ac-coupl,3.823605139725571e-06,0.0
cous,3.823605139725571e-06,0.0
poblem,7.647210279451142e-06,0.0
synchroni,7.422947360914123e-06,0.0
bmp,2.7521801186040847e-05,0.0
usind,3.823605139725571e-06,0.0
med,3.823605139725571e-06,0.0
funni,1.759891842360914e-05,0.0
accel,7.422947360914123e-06,0.0
command-lin,7.647210279451142e-06,0.0
sx,3.6319151439903385e-06,0.0005992354171479864
explen,7.647210279451142e-06,0.0
audio-descriptor,3.823605139725571e-06,0.0
hanningwindow,3.823605139725571e-06,0.0
dalsa,3.823605139725571e-06,0.0
fish,1.5294420558902285e-05,0.0
hcf,3.823605139725571e-06,0.0
shorther,3.823605139725571e-06,0.0
sophist,3.352156703237891e-05,0.0
non-probabilist,1.1470815419176714e-05,0.0
hsize,7.647210279451142e-06,0.0
trial,0.0001310784156740684,0.0
occlud,2.434007297697008e-05,0.0
cord,1.4845894721828245e-05,0.0
unfortunatelyt,3.823605139725571e-06,0.0
noic,1.0895745431971016e-05,0.0
fftresampl,3.823605139725571e-06,0.0
control-system,3.096202633429595e-05,0.0
pseudoinvers,3.823605139725571e-06,0.0
summat,0.00022194657736543443,0.001038845855915987
lighten,3.823605139725571e-06,0.0
quadrature-phas,7.422947360914123e-06,0.0
australia,7.422947360914123e-06,0.0
task,0.00040566558689308013,0.0003718411446348733
self-correl,7.647210279451142e-06,0.0
duo-binari,3.823605139725571e-06,0.0
green-red-turquoise-red-green,3.823605139725571e-06,0.0
discrimin,0.00010291079135097877,0.0
multipath,0.0001187543457654184,0.0
scroll,3.784247663080616e-05,0.0
img,2.179149086394203e-05,0.0
supnithi,3.823605139725571e-06,0.0
ang,3.823605139725571e-06,0.0
siri,1.855736840228531e-05,0.0
savitzky-golay,4.729920654366734e-05,0.0
sampel,3.823605139725571e-06,0.0
lower-right,3.823605139725571e-06,0.0
karhunen-loev,1.0895745431971016e-05,0.0
coposit,3.823605139725571e-06,0.0
xcorr,0.00010664839022816891,0.0
examin,6.346663654841109e-05,0.0
curcuit,3.823605139725571e-06,0.0
vortex,3.823605139725571e-06,0.0
checkpoint,3.823605139725571e-06,0.0
prerequs,3.823605139725571e-06,0.0
is,2.509122954601091e-05,0.00034498680006880063
sun,1.4527660575961354e-05,0.0
cqi,7.647210279451142e-06,0.0
surg,3.823605139725571e-06,0.0
speech-recognit,0.0002071471270086135,0.00014990145494360061
spread,0.00021028498285715721,0.00014827030564376015
instead,0.0006916240853646889,0.000616822434820878
chew,3.6319151439903385e-06,0.00019974513904932883
daughter,3.823605139725571e-06,0.0
forearm,3.823605139725571e-06,0.0
in-plac,1.0895745431971016e-05,0.0
zeroinfft,3.823605139725571e-06,0.0
white,0.0009342198981110443,0.00023897428965761222
jonathan,3.823605139725571e-06,0.0
const,3.823605139725571e-06,0.0
vaidyanathan,3.823605139725571e-06,0.0
seminar,7.422947360914123e-06,0.0
discov,6.346663654841109e-05,0.0
syncron,1.855736840228531e-05,0.0
phili,2.6765235978079e-05,0.0
baselin,0.00013800176250305997,0.0
flow,0.00026010943044792336,0.0
thymin,3.823605139725571e-06,0.0
atrophi,3.823605139725571e-06,0.0
savitzy-golay,3.823605139725571e-06,0.0
self-deriv,3.823605139725571e-06,0.0
sample-to-sampl,3.823605139725571e-06,0.0
flattop,1.4845894721828245e-05,0.0
refract,3.823605139725571e-06,0.0
wiper,7.647210279451142e-06,0.0
leaky-integr,3.823605139725571e-06,0.0
scalabl,1.0895745431971016e-05,0.0
kalaith,3.823605139725571e-06,0.0
proto,3.823605139725571e-06,0.0
depress,3.823605139725571e-06,0.0
bispectrum,1.5294420558902285e-05,0.0
ber,0.0002572140703865019,0.0
well-defin,1.759891842360914e-05,0.0
reaktor,3.823605139725571e-06,0.0
haarlet,1.1470815419176714e-05,0.0
tongu,3.823605139725571e-06,0.0
conveyor,2.2268842082742367e-05,0.0
addr,3.823605139725571e-06,0.0
log-likelihood,4.392069179054824e-05,0.0
isnt,3.6873723735616804e-05,0.0
feedback,0.0002554330334947363,0.0012770999914622377
csp,1.1134421041371183e-05,0.0
cent,4.5757187901383766e-05,0.00019357822351429664
fluorosc,3.823605139725571e-06,0.0
z-stack,3.823605139725571e-06,0.0
mscoher,3.823605139725571e-06,0.0
cap,7.422947360914123e-06,0.0
roja,3.823605139725571e-06,0.0
truck,1.785102374427164e-05,0.0
imabsdiff,3.823605139725571e-06,0.0
scarc,3.823605139725571e-06,0.0
savgol,3.823605139725571e-06,0.0
postgradu,3.823605139725571e-06,0.0
delaunay,2.2268842082742367e-05,0.0
right-angl,3.823605139725571e-06,0.0
gastrocnemiu,3.823605139725571e-06,0.0
matriz,3.823605139725571e-06,0.0
penalis,3.823605139725571e-06,0.0
reflip,3.823605139725571e-06,0.0
curv,0.0007870845570948285,0.0001331921276686203
xmax,3.823605139725571e-06,0.0
simul,0.0008847271432863139,0.00012770999914622376
period,0.0013100506611321136,0.003756114707032316
amplitiud,3.823605139725571e-06,0.0
foreign,1.1134421041371183e-05,0.0
lumin,8.178365341087967e-05,0.0
stellar,7.422947360914123e-06,0.0
multimedia,1.759891842360914e-05,0.0
colormap,7.422947360914123e-06,0.0
chli,3.823605139725571e-06,0.0
difficulti,0.00014810092489224682,0.0002857942170917979
